Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,29.99999833815922,19.999999130350567,14.99999922255668,9.999999697760733,14.979466713318908,10.0,0.0,99.97946310214611
validation,29.999999991596777,19.99999999388988,14.999999992708517,9.99999999470277,14.525863246783453,10.0,0.0,99.52586321968141
all,29.999999422754314,19.99999967738443,14.999999694438834,9.999999865386087,14.992810367610696,10.0,0.0,99.99280902757437
