Portfolio,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio
portfolio,0.1299630875179949,0.16154544178595245,0.8044986356854058,0.9830684246504926,-0.30605584752062964,0.4246384722619448
equal_weight,0.1299630875179949,0.16154544178595243,0.804498635685406,0.9830684246504926,-0.30605584752062953,0.42463847226194495
benchmark,0.13290430077136595,0.17934773742588223,0.7410425282130496,0.8998663111827065,-0.3371725334437188,0.3941729755207077
