Ticker,policy_weight
GLD,0.03705835
IEFA,0.041974407
IVV,0.037057396
QQQ,0.037057392
SPY,0.037057396
VEA,0.6615655
VOO,0.037057396
VTI,0.037057396
VTV,0.037057392
VUG,0.03705742
