Split,samples,demo_mean_training_reward,policy_mean_excess_return,policy_mean_training_reward,demo_mean_raw_return,demo_mean_excess_return,demo_mean_excess_vs_equal_weight,demo_mean_excess_vs_restricted_random,demo_mean_excess_vs_markowitz,policy_mean_raw_return,policy_mean_excess_vs_equal_weight,policy_mean_excess_vs_restricted_random,policy_mean_excess_vs_markowitz,mean_abs_weight_error
train,100.0,0.02493261732161045,0.029614506289362907,0.02844482660293579,0.03161628544330597,0.02610228955745697,0.022440308704972267,0.022989893332123756,0.0174819678068161,0.035128504037857056,0.025952519848942757,0.026502100750803947,0.02099417708814144,0.10747551918029785
validation,26.0,0.011897670105099678,0.009754160419106483,0.010996337980031967,0.01594708114862442,0.010655492544174194,0.012319358065724373,0.011724790558218956,0.0212852880358696,0.015045748092234135,0.011418025940656662,0.010823458433151245,0.020383955910801888,0.13689519464969635
all,126.0,0.022242866456508636,0.025516336783766747,0.024844342842698097,0.028382962569594383,0.022914856672286987,0.02035185880959034,0.020665345713496208,0.01826678030192852,0.030984440818428993,0.0229533389210701,0.023266823962330818,0.020868252962827682,0.11354624480009079
