Split,samples,demo_mean_training_reward,policy_mean_excess_return,policy_mean_training_reward,demo_mean_raw_return,demo_mean_excess_return,demo_mean_excess_vs_equal_weight,demo_mean_excess_vs_restricted_random,policy_mean_raw_return,policy_mean_excess_vs_equal_weight,policy_mean_excess_vs_restricted_random,mean_abs_weight_error
train,2.0,0.1488264501094818,0.14860904216766357,0.1488264501094818,0.11959832906723022,0.14860904216766357,0.15152481198310852,0.1598278284072876,0.11959832906723022,0.15152481198310852,0.1598278284072876,0.0
validation,1.0,0.19171260297298431,0.19476163387298584,0.19171260297298431,0.20841610431671143,0.19476163387298584,0.18370485305786133,0.18927443027496338,0.20841610431671143,0.18370485305786133,0.18927443027496338,0.0
all,3.0,0.16312183439731598,0.163993239402771,0.16312183439731598,0.14920425415039062,0.163993239402771,0.16225148737430573,0.1696433573961258,0.14920425415039062,0.16225148737430573,0.1696433573961258,0.0
