Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,29.993883550461653,19.995841365636092,14.99683546648977,9.998190376575625,14.99999999999996,10.0,0.0,99.98475075916309
validation,29.99888441120358,19.999249428366227,14.9994362178362,9.999662538327883,14.999975352664158,10.0,0.0,99.99720794839806
all,29.995648598106936,19.9970476528648,14.997759226364737,9.998706863693384,14.999999999999991,10.0,0.0,99.98916234102984
