Epoch,train_total_loss,train_actor_loss,train_critic_loss,train_bc_loss,train_entropy,train_demo_excess_return,train_policy_excess_return,validation_demo_excess_return,validation_policy_excess_return,validation_t_statistic,validation_p_value,selected_checkpoint
1,1.1591957480299706,-0.42366568714964625,1.5828614410232096,0.005560440769163417,-13.382118318595138,0.008616529405117035,4.9821886932477355e-05,0.010919461958110332,-9.169945087705855e-07,-0.01419478217157321,0.5056350162114776,False
2,0.7935175124336692,-0.5787745433695176,1.3722920745026832,0.0054970809130692015,-13.224112491981655,0.008616529405117035,5.441085886559449e-05,0.010919461958110332,1.3649463653564453e-05,0.21688193853086526,0.4145828137236906,False
3,0.5923583367291618,-0.43053895410369425,1.0228972844049042,0.005455130775112147,-13.08209035910812,0.008616529405117035,0.00011594184616114944,0.010919461958110332,6.432831287384033e-05,0.4424677046572776,0.33001085029967936,False
4,0.3305755812747806,-0.4866084964836345,0.8171840777584151,0.0053971362683702916,-13.104589424881281,0.008616529405117035,0.00014482263941317797,0.010919461958110332,0.00017881623352877796,0.6450416025636228,0.2608957583797027,False
5,0.17639838480481915,-0.47094718030854765,0.6473455616072112,0.005371220720311006,-13.099687183604521,0.008616529405117035,0.0001551424211356789,0.010919461958110332,0.00029493754846043885,0.9142579287309026,0.182441838833161,False
6,0.19482925417376498,-0.45415372357648964,0.6489829777502546,0.005428679661788777,-12.970959999982048,0.008616529405117035,0.0001457675389247015,0.010919461958110332,0.00015738949878141284,0.5427259770775432,0.2948412635725042,False
7,0.09718401876150393,-0.5143004503904605,0.6114844691519644,0.00542042112233592,-12.967688149096919,0.008616529405117035,0.00021099139121361077,0.010919461958110332,0.0002513401850592345,0.658989450150332,0.2564335277021399,False
8,0.0858237673254574,-0.43371055056067076,0.5195343161330503,0.005291288024654575,-13.203934407701679,0.008616529405117035,0.00026632583467289805,0.010919461958110332,0.00033214918221347034,0.812250273306893,0.21021165901590114,False
9,0.038851709342470356,-0.4543403912993038,0.4931921006417742,0.005224003027394122,-13.448772729611864,0.008616529405117035,0.00033077248372137547,0.010919461958110332,0.0007678316324017942,0.8309668026760002,0.2049329485734461,False
10,0.01719571708464155,-0.48544444640477497,0.5026401634894165,0.005244975389145753,-13.116333980186313,0.008616529405117035,0.0003826092288363725,0.010919461958110332,0.0006106850923970342,0.7383470272523415,0.23184393035044262,False
11,-0.03646902652347789,-0.4954462976687971,0.458977271528805,0.0051623053766567915,-13.21999448888442,0.008616529405117035,0.0005343591328710318,0.010919461958110332,0.0005557090044021606,0.6678558889272103,0.2536183817410174,False
12,0.021369239863227394,-0.310146266338872,0.33151550853953643,0.005069482797647224,-13.549827145595177,0.008616529405117035,0.0005969472113065422,0.010919461958110332,0.0005908356397412717,0.9826438945947213,0.1652107767819729,False
13,-0.024546036825460547,-0.6372983613434959,0.6127523245180354,0.005072919204465899,-13.573202825060077,0.008616529405117035,0.0004183115379419178,0.010919461958110332,0.0004941144725307822,0.7431581020757757,0.23039787798258035,False
14,0.07666127471362844,-0.25745776529405634,0.3341190400076847,0.005315017366014859,-12.935998636133531,0.008616529405117035,0.0002557971456553787,0.010919461958110332,0.00045729943667538464,0.9112661771268128,0.18322119700480693,False
15,-0.03628833796463761,-0.5256541944017598,0.4893658564371221,0.005258757420176384,-12.940095284405876,0.008616529405117035,0.0004874616861343384,0.010919461958110332,0.000551400298718363,0.8300502166397803,0.20518955357758623,False
16,0.032055085780573825,-0.43586357200846954,0.46791865778904335,0.005091006237575237,-13.512186218710507,0.008616529405117035,0.000603043008595705,0.010919461958110332,0.0008971336064860225,1.5044621109699512,0.06931534357227387,False
17,-0.062227173763162946,-0.6375162532808734,0.575289079079441,0.00499188468115879,-13.908863441616882,0.008616529405117035,0.0007037412142381072,0.010919461958110332,0.001145408721640706,0.976990938341286,0.16659267050136592,False
