Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,-3.5639154858474678,0.0,0.0,1.9743449084694786,-0.8940221551778257,0.0,10.70243865251541,-13.186031385071225
validation,-15.363924829545375,0.0,0.0,-2.6252056028465414,-1.1057669589006316,0.0,10.47575443983078,-29.570651831123328
all,4.596762320742286,0.0,0.0,4.376084897977547,7.747021430699309,3.333333333333333,3.237837105989454,16.81536487676302
