Epoch,train_total_loss,train_actor_loss,train_critic_loss,train_bc_loss,train_entropy,train_demo_training_reward,train_demo_excess_return,train_policy_excess_return,train_policy_training_reward,validation_demo_training_reward,validation_demo_excess_return,validation_policy_excess_return,validation_policy_training_reward,validation_policy_excess_vs_markowitz,validation_t_statistic,validation_p_value,selected_checkpoint
1,1.446627411731454,-0.0966288780057153,1.5432562744894693,0.046554095263397974,-13.340039585911951,0.02248188853263855,0.023702099919319153,0.0038155457004904747,0.0025953345466405153,0.009527641348540783,0.008197486400604248,-0.0016033649444580078,-0.0002732108114287257,0.009012087248265743,-0.876950377773229,0.8047821504932983,False
2,1.0659238959467687,0.21012901254864627,0.8557948872100475,0.04642938640575076,-13.427591079889341,0.02248188853263855,0.023702099919319153,0.003839343087747693,0.0026191321667283773,0.009527641348540783,0.008197486400604248,-0.0016072284197434783,-0.0002770742867141962,0.009008223190903664,-0.8897558834136413,0.8081615938157868,False
3,0.8567525744438171,-0.6761254612789598,1.532878035722777,0.04637604458040969,-13.273520802342615,0.02248188853263855,0.023702099919319153,0.0038611222989857197,0.002640911377966404,0.009527641348540783,0.008197486400604248,-0.0016707614995539188,-0.00034060742473229766,0.008944690227508545,-0.9171001970984081,0.8152484470829905,False
4,0.6479984147604122,-0.24759164071360298,0.8955900294836178,0.046324379828780196,-13.364257191502771,0.02248188853263855,0.023702099919319153,0.0038409302942454815,0.002620719140395522,0.009527641348540783,0.008197486400604248,-0.001651178696192801,-0.00032102459226734936,0.008964273147284985,-0.9038119078751532,0.8118265582870129,False
5,0.5977826381838599,-0.3593032068984453,0.9570858450823052,0.04629164319052253,-13.44655130075854,0.02248188853263855,0.023702099919319153,0.003830937435850501,0.0026107265148311853,0.009527641348540783,0.008197486400604248,-0.001617139088921249,-0.00028698492678813636,0.00899831298738718,-0.8852477576906648,0.806976279078005,False
6,0.6060570755670237,-0.40975754205570664,1.015814639801203,0.04626126786650613,-13.500883146773937,0.02248188853263855,0.023702099919319153,0.0038543655537068844,0.002634154399856925,0.009527641348540783,0.008197486400604248,-0.0016401030588895082,-0.0003099489549640566,0.008975348435342312,-0.8976264050487356,0.8102194947374243,False
7,0.5539489346881246,-0.2466420475826707,0.8005909600923228,0.046245732019807015,-13.481195383293684,0.02248188853263855,0.023702099919319153,0.003858105977997184,0.002637895056977868,0.009527641348540783,0.008197486400604248,-0.0016293037915602326,-0.000299149687634781,0.008986148051917553,-0.8910816886423053,0.808509274403477,False
8,0.5658387666524842,-0.47544810453126596,1.0412868788076002,0.04615558597237565,-13.536342953526697,0.02248188853263855,0.023702099919319153,0.0038868992123752832,0.0026666882913559675,0.009527641348540783,0.008197486400604248,-0.0016314983367919922,-0.0003013442037627101,0.008983953855931759,-0.8896689984326341,0.8081387945389659,False
9,0.5379988904609236,-0.4163737096065699,0.9543725778890211,0.04610178186449894,-13.54991538025612,0.02248188853263855,0.023702099919319153,0.003957900684326887,0.0027376897633075714,0.009527641348540783,0.008197486400604248,-0.001633660402148962,-0.00030350624001584947,0.008981791324913502,-0.8876371399652968,0.8076051122019757,False
10,0.5481070023636485,-0.2588522870873296,0.8069592894509782,0.04603357110605683,-13.46599840563397,0.02248188853263855,0.023702099919319153,0.0040191770531237125,0.002798965899273753,0.009527641348540783,0.008197486400604248,-0.0016257166862487793,-0.0002955625532194972,0.008989735506474972,-0.8825240257766259,0.8062578123005301,False
