Epoch,train_total_loss,train_actor_loss,train_critic_loss,train_bc_loss,train_entropy,train_demo_training_reward,train_demo_excess_return,train_policy_excess_return,train_policy_training_reward,validation_demo_training_reward,validation_demo_excess_return,validation_policy_excess_return,validation_policy_training_reward,validation_policy_excess_vs_markowitz,validation_t_statistic,validation_p_value,selected_checkpoint
1,1.1017835140228271,0.04673824831843376,1.055045247077942,0.004681943450123072,-13.448310852050781,0.007100727874785662,0.005472738295793533,-0.0013120487565174699,0.00031594099709764123,0.0043989429250359535,0.005223703570663929,0.0032393396832048893,0.002414579503238201,0.002421218203380704,0.8282721706225418,0.2144665946617076,True
2,1.10161554813385,-1.201203465461731,2.302819013595581,0.004615736193954945,-13.573775291442871,0.007100727874785662,0.005472738295793533,-0.0012947038048878312,0.0003332859487272799,0.0043989429250359535,0.005223703570663929,0.003197997808456421,0.0023732376284897327,0.0023798763286322355,0.8180946951301035,0.2172137158269897,False
3,0.7072954177856445,-0.06684410572052002,0.7741395235061646,0.004528326913714409,-13.443364143371582,0.007100727874785662,0.005472738295793533,-0.0012624639784917235,0.0003655257751233876,0.0043989429250359535,0.005223703570663929,0.0031754435040056705,0.0023506833240389824,0.002357322024181485,0.8151655483886107,0.21800876088198054,False
4,0.43606266379356384,-0.3551221787929535,0.7911848425865173,0.004468075465410948,-13.38232707977295,0.007100727874785662,0.005472738295793533,-0.0012062819441780448,0.00042170786764472723,0.0043989429250359535,0.005223703570663929,0.0031369805801659822,0.002312220400199294,0.002318859100341797,0.8085507214670768,0.21981142704065829,False
5,0.20606452226638794,-0.5719766020774841,0.7780411243438721,0.004395049996674061,-13.353947639465332,0.007100727874785662,0.005472738295793533,-0.0011404721299186349,0.0004875176528003067,0.0043989429250359535,0.005223703570663929,0.0031050206162035465,0.0022802604362368584,0.002286899136379361,0.8009196388532808,0.2219034822142004,False
6,0.5323179960250854,0.1708655208349228,0.36145249009132385,0.004312381613999605,-13.347681999206543,0.007100727874785662,0.005472738295793533,-0.0011097663082182407,0.0005182234453968704,0.0043989429250359535,0.005223703570663929,0.0030943930614739656,0.0022696328815072775,0.0022762715816497803,0.7981597780715528,0.2226633729921022,False
7,0.06187117099761963,-0.20944812893867493,0.27131929993629456,0.00423430185765028,-13.334946632385254,0.007100727874785662,0.005472738295793533,-0.0011022090911865234,0.0005257807206362486,0.0043989429250359535,0.005223703570663929,0.0030990957748144865,0.002274335827678442,0.002280974294990301,0.7977234655645113,0.22278366502656474,False
8,0.07232415676116943,-0.851534366607666,0.9238585233688354,0.004204256925731897,-13.288578987121582,0.007100727874785662,0.005472738295793533,-0.0010755595285445452,0.0005524302832782269,0.0043989429250359535,0.005223703570663929,0.0030683099757879972,0.0022435500286519527,0.002250188495963812,0.7881756225513411,0.22542689170742652,False
9,0.02795279026031494,-0.7690768837928772,0.7970296740531921,0.004187151789665222,-13.299578666687012,0.007100727874785662,0.005472738295793533,-0.0010452851420268416,0.0005827047280035913,0.0043989429250359535,0.005223703570663929,0.0029995678924024105,0.002174807945266366,0.002181446645408869,0.7691370015732172,0.2307594446044689,False
10,-0.10484373569488525,-0.44476041197776794,0.3399166762828827,0.004120582714676857,-13.347636222839355,0.007100727874785662,0.005472738295793533,-0.0010050974087789655,0.0006228923448361456,0.0043989429250359535,0.005223703570663929,0.002917510224506259,0.0020927502773702145,0.0020993887446820736,0.7472647227537268,0.23698690178076015,False
11,-0.10618054866790771,-0.4505314230918884,0.3443508744239807,0.004060535226017237,-13.406259536743164,0.007100727874785662,0.005472738295793533,-0.000983316684141755,0.0006446731276810169,0.0043989429250359535,0.005223703570663929,0.0028691827319562435,0.002044422784820199,0.002051061484962702,0.7321319633958072,0.24135840253661306,False
12,-0.18459340929985046,-0.3922804892063141,0.20768707990646362,0.0040130228735506535,-13.422110557556152,0.007100727874785662,0.005472738295793533,-0.0009855235693976283,0.0006424661842174828,0.0043989429250359535,0.005223703570663929,0.002847272204235196,0.002022512024268508,0.0020291507244110107,0.7240648241392988,0.2437097076352249,False
