Split,benchmark_component,equal_weight_component,restricted_random_component,markowitz_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,-3.9137141706394085,0.20892236557355132,0.7060916234742506,0.4923020872360525,5.994047435105326,2.471632671959575,2.5,3.198704347014427,5.260577665694921
validation,9.391790781652906,0.07680616767591382,-4.153307339489804,5.937472227688488,6.340245648984507,1.2904211503779712,0.0,1.9155585765838623,16.96787006030612
all,-1.0910473066475066,0.18139927837657815,-0.32900584184321946,1.6484453788145792,6.068143225276502,2.7304859924539056,2.5,2.9313822090625763,8.777038517368263
