Index,universe_id,tickers,rebalance_date,forward_end,samples,selected_objective,weighted_reward,blended_excess_reward
0,0,"CHD,FSLR,FTNT,HAS,HCA,NTAP,PH,SBAC,VRT,VTR",2022-05-27,2022-06-03,1,equal_weight,-0.0008515882196956187,-0.0008413195610046387
1,1,"CDNS,CHD,HAS,IBM,IQV,KKR,LH,OMC,SJM,TRV",2025-04-25,2025-05-02,1,mean_variance,0.03355214077118935,0.03355085849761963
2,2,"BKR,ETR,FITB,GOOG,INTC,KKR,PANW,SATS,TRV,USB",2024-10-18,2024-10-25,1,mean_variance,-5.117888684892736e-05,-3.057718276977539e-05
3,3,"AWK,BF-B,BR,COR,FITB,HON,IBM,PAYX,PSA,TAP",2023-11-17,2023-11-24,1,mean_variance,0.007833963005573536,0.007833361625671387
4,4,"BIIB,CARR,EXE,HCA,MSI,NI,NWSA,OKE,VTR,XYL",2023-11-10,2023-11-17,1,min_variance,-0.00023408713846200468,-0.00023424625396728516
5,5,"BIIB,CARR,CHD,FCX,MSI,NDAQ,NVR,SATS,VTR,WY",2025-08-29,2025-09-05,1,mean_variance,-0.000911794485479963,-0.0008984804153442383
6,6,"APP,BF-B,ETR,HAS,IBM,INTC,LH,PANW,PSX,TRV",2022-05-20,2022-05-27,1,mean_variance,0.0030618724671382424,0.0031359195709228516
7,7,"AME,ETR,FCX,GPN,HSIC,LH,LLY,SJM,TAP,TMO",2024-12-27,2025-01-03,1,mean_variance,0.0030471381779063776,0.0030509233474731445
8,8,"BKR,EQIX,ESS,FSLR,NI,NVR,PH,RSG,VST,WFC",2022-11-18,2022-11-25,1,equal_weight,-0.0007368136184248181,-0.0007264614105224609
9,9,"CPRT,EXE,FITB,FTNT,IBM,LH,SATS,VTR,WDC,WFC",2022-06-03,2022-06-10,1,mean_variance,0.005257749408505432,0.00527721643447876
10,10,"APO,BIIB,CDNS,EXE,HON,LH,USB,VST,WFC,WY",2024-04-05,2024-04-12,1,min_variance,0.0007656646253596741,0.0007711648941040039
11,11,"AME,BIIB,FITB,GPN,HAS,NTAP,PH,PSX,RF,TRV",2026-02-27,2026-03-06,1,equal_weight,-0.0013713456425091062,-0.001365959644317627
12,12,"APO,CDNS,CHD,GOOG,NDAQ,PH,POOL,RF,STE,TTD",2025-02-21,2025-02-28,1,min_variance,0.008048617113038198,0.008093655109405518
13,13,"AME,CARR,CHD,DHI,ETR,HAS,PAYX,TRV,WY,XYL",2025-04-04,2025-04-11,1,mean_variance,0.00407636858668179,0.004159688949584961
14,14,"AME,BF-B,CARR,CMS,IBM,PANW,POOL,PSX,SBAC,STE",2025-01-24,2025-01-31,1,mean_variance,0.013418336948782987,0.013506174087524414
15,15,"AME,ETR,EXE,IQV,LLY,NI,USB,VRTX,VST,XYL",2025-05-09,2025-05-16,1,mean_variance,0.0018576367687624217,0.0019648075103759766
16,16,"ACGL,CDW,CHD,GS,IBM,MSI,PSA,SJM,USB,VRT",2024-03-15,2024-03-22,1,mean_variance,0.019509626826865713,0.019507169723510742
17,17,"DHI,FSLR,HSIC,LMT,NI,PSA,PSX,TTD,VST,XYL",2022-07-29,2022-08-05,1,equal_weight,-0.001758162921599092,-0.0017648935317993164
18,18,"EQIX,ES,ESS,IBM,LMT,NDAQ,SJM,TTD,WY,YUM",2025-08-01,2025-08-08,1,min_variance,0.027928558428115795,0.027939796447753906
19,19,"CARR,CDNS,CMS,FCX,FSLR,SATS,VRT,VRTX,VST,WDC",2023-12-08,2023-12-15,1,equal_weight,-0.0004891364886688755,-0.00043320655822753906
20,20,"AME,APP,CHD,CMS,HSIC,MAR,NDAQ,OKE,SJM,WFC",2024-02-23,2024-03-01,1,mean_variance,0.023834027180381252,0.02383136749267578
21,21,"APO,CHD,EQIX,ES,IQV,LLY,POOL,SATS,TRV,XYL",2023-08-04,2023-08-11,1,min_variance,0.02058735598692272,0.020586609840393066
22,22,"APP,BF-B,BIIB,BKR,HCA,KKR,PH,SBAC,STE,VST",2022-10-21,2022-10-28,1,risk_parity,0.00022410751967944062,0.0002315044403076172
23,23,"CARR,MAR,MCHP,NCLH,NDAQ,NI,POOL,RF,SWK,WFC",2025-12-12,2025-12-19,1,equal_weight,-0.002579302335090245,-0.0025728940963745117
24,24,"APP,CARR,CDW,DHI,ES,HON,IQV,NCLH,NTAP,XYL",2025-05-02,2025-05-09,1,mean_variance,0.0024896376015715958,0.0026181936264038086
25,25,"CDW,DHI,ETR,LH,NVR,OKE,RF,TMO,VRT,VRTX",2024-10-04,2024-10-11,1,mean_variance,0.0003713272069489988,0.0003820657730102539
26,26,"APA,AWK,CHD,EXE,LH,LLY,NI,POOL,PSA,PSX",2023-09-22,2023-09-29,1,mean_variance,0.0060609077427352265,0.00606226921081543
27,27,"BF-B,CARR,LMT,MDLZ,NCLH,PANW,PSA,VRTX,VST,WDC",2025-07-03,2025-07-11,1,equal_weight,-0.0025431570460836914,-0.002526402473449707
28,28,"APO,BF-B,BIIB,ES,MAR,NCLH,PAYX,POOL,TMO,TTD",2024-05-03,2024-05-10,1,min_variance,0.0032434249143099576,0.0032531023025512695
29,29,"EQIX,KKR,LH,LLY,NI,NTAP,PANW,POOL,RSG,TTD",2023-11-24,2023-12-01,1,mean_variance,0.004110943530471945,0.004123568534851074
30,30,"COR,FTNT,HAS,NDAQ,OKE,OMC,POOL,PSX,RF,TRV",2023-12-08,2023-12-15,1,equal_weight,-0.0016566740038510708,-0.001659393310546875
