Split,samples,demo_mean_training_reward,policy_mean_excess_return,policy_mean_training_reward,demo_mean_raw_return,demo_mean_excess_return,demo_mean_excess_vs_equal_weight,demo_mean_excess_vs_restricted_random,policy_mean_raw_return,policy_mean_excess_vs_equal_weight,policy_mean_excess_vs_restricted_random,mean_abs_weight_error
train,60.0,0.08803318440914154,0.08700964599847794,0.08803318440914154,0.09003889560699463,0.08700964599847794,0.08822028338909149,0.08879677951335907,0.09003889560699463,0.08822028338909149,0.08879677951335907,0.0
validation,15.0,0.11297468841075897,0.1134449765086174,0.11297468841075897,0.11025907099246979,0.1134449765086174,0.11301099509000778,0.11333747208118439,0.11025907099246979,0.11301099509000778,0.11333747208118439,0.0
all,75.0,0.09302148967981339,0.09229671210050583,0.09302148967981339,0.09408293664455414,0.09229671210050583,0.09317842125892639,0.09370492398738861,0.09408293664455414,0.09317842125892639,0.09370492398738861,0.0
