Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,9.051155227141518,0.0,0.0,5.366216211562759,1.85989915812813,0.0,10.515880286693568,5.761390310138838
validation,17.554819675552977,0.0,0.0,4.081617227435973,2.2230045783647245,0.0,10.484274029731745,13.375167451621932
all,13.18296917021238,0.0,0.0,5.736297152592568,3.280056005959022,3.333333333333333,10.262108445167538,15.270547216929764
