Split,samples,demo_mean_excess_return,policy_mean_excess_return,demo_mean_raw_return,policy_mean_raw_return,mean_abs_weight_error
train,204.0,0.007712909020483494,-0.0035248147323727608,0.012612714432179928,0.0013659110991284251,0.17870648205280304
validation,52.0,0.006260605528950691,0.0005605965852737427,0.01099496241658926,0.005285510793328285,0.18065832555294037
all,256.0,0.007417910732328892,-0.0008060263935476542,0.012284108437597752,0.004051018971949816,0.136825829744339
