Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,29.999999999992582,19.99999999999724,14.99999999999708,9.999999999181815,12.397322247937849,0.0,0.0,87.39732224710656
validation,30.0,19.999999999999996,14.999999999999973,10.0,0.0,0.0,0.0,74.99999999999997
all,29.999999999999655,19.999999999999677,14.999999999999389,9.999999999997804,14.447119221348505,10.0,0.0,99.44711922134503
