Epoch,train_total_loss,train_actor_loss,train_critic_loss,train_bc_loss,train_entropy,train_demo_training_reward,train_demo_excess_return,train_policy_excess_return,train_policy_training_reward,validation_demo_training_reward,validation_demo_excess_return,validation_policy_excess_return,validation_policy_training_reward,validation_t_statistic,validation_p_value,selected_checkpoint
1,0.9394536160966426,-0.34139714400734056,1.2808507578224657,0.05492496904003563,-13.345473996760171,0.01484735868871212,0.014007612131536007,-0.0005475167999975383,0.00029223106685094535,0.020131001248955727,0.020421506837010384,0.0015725259436294436,0.0012820197734981775,2.8717273247684463,0.0022524743592796455,False
2,0.706174511658518,-0.3488228584875901,1.054997365440478,0.054895443440766994,-13.057203945360685,0.01484735868871212,0.014007612131536007,-0.0005542145227082074,0.00028553331503644586,0.020131001248955727,0.020421506837010384,0.0015748192090541124,0.0012843129225075245,2.8695514149110153,0.002267426829203607,False
3,0.6261472445355648,-0.3740830017547858,1.00023025017606,0.05491314288317872,-12.955979356355074,0.01484735868871212,0.014007612131536007,-0.0005499223480001092,0.00028982548974454403,0.020131001248955727,0.020421506837010384,0.0015700918156653643,0.0012795856455340981,2.8557695824539246,0.0023642554028608055,False
4,0.6036706136174179,-0.39053021435532276,0.9942008336765344,0.05490443547162713,-12.989311195446543,0.01484735868871212,0.014007612131536007,-0.0005470774485729635,0.00029267038917168975,0.020131001248955727,0.020421506837010384,0.001574565889313817,0.001284059719182551,2.8664790573049417,0.0022886937696870516,False
5,0.5512555215917706,-0.3868816155565983,0.9381371382891276,0.05489113775380491,-12.926095118362937,0.01484735868871212,0.014007612131536007,-0.0005383560783229768,0.00030139178852550685,0.020131001248955727,0.020421506837010384,0.0015756399370729923,0.0012851337669417262,2.8682255839260082,0.0022765820530444084,False
6,0.5659627207158285,-0.43488199573954894,1.000844715884998,0.05484716997049642,-12.928710239355643,0.01484735868871212,0.014007612131536007,-0.0005212083924561739,0.0003185394743923098,0.020131001248955727,0.020421506837010384,0.0015336389187723398,0.0012431327486410737,2.758769064152734,0.0031595492442363497,False
7,0.4898140481784583,-0.4318501755737802,0.9216642214350723,0.05481990237840625,-12.974965579201731,0.01484735868871212,0.014007612131536007,-0.0005346608813852072,0.0003050869854632765,0.020131001248955727,0.020421506837010384,0.0015889659989625216,0.0012984598288312554,2.8966912308249926,0.002087249786005824,False
8,0.4931799991136533,-0.42783415909304,0.9210141582066933,0.05488433808302195,-12.975716928545937,0.01484735868871212,0.014007612131536007,-0.0005320326308719814,0.00030771520687267184,0.020131001248955727,0.020421506837010384,0.0015465959440916777,0.0012560897739604115,2.8079502456750043,0.0027301738080406563,False
9,0.4587439224480442,-0.4358154466848054,0.8945593714143671,0.05488658026217273,-12.985871944701273,0.01484735868871212,0.014007612131536007,-0.0005195886478759348,0.0003201591898687184,0.020131001248955727,0.020421506837010384,0.0015780249377712607,0.0012875187676399946,2.8805722378134164,0.0021926154233228804,False
10,0.41673096714978014,-0.46245066539950347,0.8791816371479674,0.05488653005987548,-12.946675040505149,0.01484735868871212,0.014007612131536007,-0.0005461292457766831,0.0002936185628641397,0.020131001248955727,0.020421506837010384,0.0014989795163273811,0.001208473346196115,2.6765858374082563,0.004015308013246708,False
