Ticker,policy_weight
VOO,0.42900753
IVV,0.005181634
SPY,0.52953947
VTI,0.005181634
QQQ,0.005181634
VEA,0.005181634
VUG,0.005181634
GLD,0.005181634
IEFA,0.005181634
VTV,0.005181634
