Split,samples,demo_mean_training_reward,policy_mean_excess_return,policy_mean_training_reward,demo_mean_raw_return,demo_mean_excess_return,demo_mean_excess_vs_equal_weight,demo_mean_excess_vs_restricted_random,policy_mean_raw_return,policy_mean_excess_vs_equal_weight,policy_mean_excess_vs_restricted_random,mean_abs_weight_error
train,836.0,0.01484735868871212,0.0007454107399098575,0.0015851585194468498,0.019529197365045547,0.014007612131536007,0.014579088427126408,0.014588341116905212,0.00626699673011899,0.0013168886071071029,0.0013261405983939767,0.18385791778564453
validation,209.0,0.020131001248955727,0.0031758975237607956,0.0028853912372142076,0.02586926706135273,0.020421506837010384,0.01883985660970211,0.018617572262883186,0.008623657748103142,0.0015942462487146258,0.0013719634152948856,0.18018707633018494
all,1045.0,0.01590408757328987,0.001231508213095367,0.0018452053191140294,0.020797211676836014,0.015290390700101852,0.015431242994964123,0.015394187532365322,0.0067383283749222755,0.0013723601587116718,0.0013353051617741585,0.18312376737594604
