Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,-1.6693708211042078,0.028890978644110204,0.035546047461546104,4.593248595054754,2.6885085974646334,3.333333333333333,8.306315839290619,0.7038408915635515
validation,5.331924410863956,0.4294017234996939,-0.011323454407920413,6.1963633170752805,8.510409554412378,6.666666666666666,8.195621967315674,18.927820250794383
all,-0.2590401866148647,0.1090052639093064,0.02617217332880719,4.945359866794349,4.693842663570413,3.333333333333333,8.284176886081696,4.564496228239648
