Index,split,baseline_ticker,samples,baseline_mean_raw_return,policy_mean_raw_return,policy_mean_excess_return,t_statistic,p_value,significant_outperformance
0,train,VOO,836,0.005546727748008436,0.004964553069269829,-0.0005821746787386077,-2.9111737441636736,0.9981517231239886,False
1,train,IVV,836,0.00554603259814413,0.004964553069269829,-0.0005814795288743014,-2.8827700008767216,0.9979784261074426,False
2,train,SPY,836,0.0055215854251213625,0.004964553069269829,-0.0005570323558515338,-2.914218500497341,0.9981694732341436,False
3,train,VTI,836,0.005305256569784794,0.004964553069269829,-0.0003407035005149659,-1.5442333519614362,0.9385446507002064,False
4,train,QQQ,836,0.007334456917201503,0.004964553069269829,-0.002369903847931675,-3.8477346642212913,0.9999358491076985,False
5,train,VEA,836,0.0024787654574407914,0.004964553069269829,0.002485787611829037,5.144852196869508,1.669430495156364e-07,True
6,train,VUG,836,0.0067069906224474386,0.004964553069269829,-0.00174243755317761,-3.1563490732429456,0.9991725514775651,False
7,train,GLD,836,0.003967453132976185,0.004964553069269829,0.000997099936293643,0.806833261374184,0.2099961503194468,False
8,train,IEFA,836,0.0024381056784442737,0.004964553069269829,0.0025264473908255545,5.007355737322186,3.367031674002646e-07,True
9,train,VTV,836,0.004420670952523154,0.004964553069269829,0.0005438821167466743,1.041383791200221,0.14899944274981594,False
10,validation,VOO,209,0.005466514226922578,0.007244145185753489,0.001777630958830911,3.1526215474398236,0.000928566236746379,True
11,validation,IVV,209,0.0054783667103525556,0.007244145185753489,0.0017657784754009339,3.151703409749286,0.0009313556307321234,True
12,validation,SPY,209,0.005447760153044924,0.007244145185753489,0.001796385032708565,3.2046235608497753,0.000782629945866219,True
13,validation,VTI,209,0.005508686652023827,0.007244145185753489,0.0017354585337296627,2.914321952904255,0.0019773158471241173,True
14,validation,QQQ,209,0.007051438235780269,0.007244145185753489,0.00019270694997322046,0.16870702745313038,0.4330955163795873,False
15,validation,VEA,209,0.007755446662172746,0.007244145185753489,-0.0005113014764192572,-0.46077059129832554,0.6772777023171276,False
16,validation,VUG,209,0.0059107285367244735,0.007244145185753489,0.0013334166490290155,1.0786703211869912,0.1409920075296472,False
17,validation,GLD,209,0.015745648927095405,0.007244145185753489,-0.008501503741341915,-2.8597247320255126,0.9976639114690388,False
18,validation,IEFA,209,0.006690386950114127,0.007244145185753489,0.0005537582356393622,0.4565200658100505,0.32424619571421404,False
19,validation,VTV,209,0.005039607794090892,0.007244145185753489,0.0022045373916625977,2.343275950413283,0.010029618654828888,True
20,all,VOO,1045,0.0055306850437912645,0.00542047149256656,-0.000110213551224704,-0.5572973811520266,0.7112781379212547,False
21,all,IVV,1045,0.005532499420585815,0.00542047149256656,-0.0001120279280192544,-0.5644957221475577,0.71373096601271,False
22,all,SPY,1045,0.005506820370706074,0.00542047149256656,-8.63488781395141e-05,-0.45044919940402534,0.6737599485854018,False
23,all,VTI,1045,0.005345942586232601,0.00542047149256656,7.452890633395984e-05,0.347731732246045,0.3640558788217606,False
24,all,QQQ,1045,0.007277853180917256,0.00542047149256656,-0.0018573816883506959,-3.41550111982659,0.9996694249353615,False
25,all,VEA,1045,0.0035341016983871827,0.00542047149256656,0.001886369794179378,4.220050954319685,1.3274378417645625e-05,True
26,all,VUG,1045,0.006547738205302845,0.00542047149256656,-0.001127266712736285,-2.2221754680946666,0.9867574288165114,False
27,all,GLD,1045,0.006323092291800029,0.00542047149256656,-0.0009026207992334685,-0.7788193796797905,0.7818686960530536,False
28,all,IEFA,1045,0.0032885619327782446,0.00542047149256656,0.002131909559788316,4.523605776109169,3.38816572877076e-06,True
29,all,VTV,1045,0.004544458320836701,0.00542047149256656,0.000876013171729859,1.910625267756458,0.02816322799002465,True
