Date,weight,marginal_risk,component_risk,percentage_risk
QQQ,0.3333333333333333,0.17949223855684848,0.05983074618561616,0.362699808212744
GLD,0.3333333333333333,0.16141351359421857,0.053804504531406186,0.3261681446188329
SPY,0.3333333333333333,0.15397247632476968,0.051324158774923224,0.3111320471684231
