Split,samples,demo_mean_excess_return,policy_mean_excess_return,demo_mean_raw_return,policy_mean_raw_return,mean_abs_weight_error
train,204.0,0.006359703838825226,-0.0023523455020040274,0.009613734669983387,0.0008931016782298684,0.17724597454071045
validation,52.0,0.007321414537727833,-0.005177441518753767,0.008702685125172138,-0.0038114958442747593,0.17579154670238495
all,256.0,0.006555051077157259,0.0007620633114129305,0.009428678080439568,0.003625736804679036,0.04747471213340759
