Ticker,policy_weight
ASSET_01,0.08834748
ASSET_02,0.088415906
ASSET_03,0.0888807
ASSET_04,0.11411331
ASSET_05,0.099685565
ASSET_06,0.08430462
ASSET_07,0.0877116
ASSET_08,0.09646624
ASSET_09,0.16303405
ASSET_10,0.0890405
