Split,samples,demo_mean_excess_return,policy_mean_excess_return,demo_mean_raw_return,policy_mean_raw_return,mean_abs_weight_error
train,204.0,0.006189584732055664,0.003834271337836981,0.010697961784899235,0.008329721167683601,0.17847195267677307
validation,52.0,0.007492576725780964,0.0025181116070598364,0.01531316339969635,0.010328610427677631,0.17001964151859283
all,256.0,0.006454254500567913,0.004803637508302927,0.011635424569249153,0.009972456842660904,0.1261570155620575
