Ticker,policy_weight
ASSET_01,0.096518785
ASSET_02,0.08326934
ASSET_03,0.084525846
ASSET_04,0.11130664
ASSET_05,0.08629144
ASSET_06,0.0877105
ASSET_07,0.09319537
ASSET_08,0.0832333
ASSET_09,0.18703562
ASSET_10,0.08691326
