Date,weight,marginal_risk,component_risk,percentage_risk
QQQ,0.31007258198932425,0.17677778247204365,0.05481394344945368,0.33335428709452153
SPY,0.35368232070799344,0.15497817488011348,0.05481304055068779,0.33334879606148354
GLD,0.3362450973026823,0.16298976672993937,0.054804509973449954,0.33329691684399493
