RebalanceDate,VOO,IVV,SPY,VTI,QQQ,VEA,VUG,GLD,IEFA,VTV
2015-08-19,0.0,0.0,0.0,4.926614671774131e-16,0.24999999999999986,0.24999999999999992,0.24999999999999992,0.0,0.24999999999999992,3.3463803815607656e-17
2015-08-20,0.0,0.0,0.0,4.926614671774131e-16,0.24999999999999986,0.24999999999999992,0.24999999999999992,0.0,0.24999999999999992,3.3463803815607656e-17
2015-08-21,0.0,0.0,0.0,4.926614671774131e-16,0.24999999999999986,0.24999999999999992,0.24999999999999992,0.0,0.24999999999999992,3.3463803815607656e-17
2015-08-24,2.147785310861743e-17,1.2657711876310455e-17,0.0,0.0,0.24999999999999992,0.25,5.898059818321144e-17,0.25,0.25,1.1360455405002621e-17
2015-08-25,2.147785310861743e-17,1.2657711876310455e-17,0.0,0.0,0.24999999999999992,0.25,5.898059818321144e-17,0.25,0.25,1.1360455405002621e-17
2015-08-26,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-08-27,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-08-28,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-08-31,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-01,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-02,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-03,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-04,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-08,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-09,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-10,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-11,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-14,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-15,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-16,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-17,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-18,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-21,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-22,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-23,2.2632039455183997e-18,3.8056246286201444e-17,0.0,0.0,0.24999999999999997,0.25,0.25,0.0,0.25,0.0
2015-09-24,1.6249861208329513e-17,7.650973937466821e-18,0.0,0.0,0.25,1.2836953722228372e-16,0.25,0.24999999999999983,0.25,0.0
2015-09-25,0.0,0.0,0.0,5.394151391731354e-17,0.25,0.015754885094148942,0.25,0.23424511490585104,0.25,0.0
2015-09-28,1.154222034182524e-18,0.0,0.0,0.0,0.25,1.6653345369377348e-16,0.25,0.25,0.25,0.0
2015-09-29,1.1542220341825238e-18,0.0,0.0,0.0,0.24999999999999994,1.6653345369377346e-16,0.24999999999999994,0.24999999999999994,0.24999999999999994,0.0
2015-09-30,0.0,3.540995160181113e-16,2.15441349246452e-17,0.0,0.25,0.25,0.25,0.0,0.25,3.450140617383298e-17
2015-10-01,0.0,3.5409951601811115e-16,2.1544134924645192e-17,0.0,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.0,0.2499999999999999,3.450140617383297e-17
2015-10-02,0.0,3.540995160181112e-16,2.1544134924645195e-17,0.0,0.24999999999999992,0.24999999999999992,0.24999999999999992,0.0,0.24999999999999992,3.4501406173832977e-17
2015-10-05,0.0,3.540995160181112e-16,2.1544134924645195e-17,0.0,0.24999999999999992,0.24999999999999992,0.24999999999999992,0.0,0.24999999999999992,3.4501406173832977e-17
2015-10-06,0.0,3.540995160181112e-16,2.1544134924645195e-17,0.0,0.24999999999999992,0.24999999999999992,0.24999999999999992,0.0,0.24999999999999992,3.4501406173832977e-17
2015-10-07,0.0,3.540995160181112e-16,2.1544134924645195e-17,0.0,0.24999999999999992,0.24999999999999992,0.24999999999999992,0.0,0.24999999999999992,3.4501406173832977e-17
2015-10-08,0.0,3.540995160181112e-16,2.1544134924645195e-17,0.0,0.24999999999999992,0.24999999999999992,0.24999999999999992,0.0,0.24999999999999992,3.4501406173832977e-17
2015-10-09,0.0,3.540995160181112e-16,2.1544134924645195e-17,0.0,0.24999999999999992,0.24999999999999992,0.24999999999999992,0.0,0.24999999999999992,3.4501406173832977e-17
2015-10-12,0.0,3.540995160181112e-16,2.1544134924645195e-17,0.0,0.24999999999999992,0.24999999999999992,0.24999999999999992,0.0,0.24999999999999992,3.4501406173832977e-17
2015-10-13,0.0,3.540995160181112e-16,2.1544134924645195e-17,0.0,0.24999999999999992,0.24999999999999992,0.24999999999999992,0.0,0.24999999999999992,3.4501406173832977e-17
2015-10-14,7.962602942371456e-18,2.377159083702311e-17,8.578899297249271e-18,1.0782293148429178e-17,0.25,0.25,0.1793069120066776,0.07069308799332234,0.25,9.133164821767667e-18
2015-10-15,2.392000390587568e-17,1.0593309882108145e-17,0.0,4.956937978419841e-18,0.24999999999999997,0.25,0.25,0.0,0.25,5.719157380444499e-18
2015-10-16,2.392000390587568e-17,1.0593309882108145e-17,0.0,4.956937978419841e-18,0.24999999999999997,0.25,0.25,0.0,0.25,5.719157380444499e-18
2015-10-19,2.392000390587568e-17,1.0593309882108145e-17,0.0,4.956937978419841e-18,0.24999999999999997,0.25,0.25,0.0,0.25,5.719157380444499e-18
2015-10-20,2.392000390587568e-17,1.0593309882108145e-17,0.0,4.956937978419841e-18,0.24999999999999997,0.25,0.25,0.0,0.25,5.719157380444499e-18
2015-10-21,2.392000390587568e-17,1.0593309882108145e-17,0.0,4.956937978419841e-18,0.24999999999999997,0.25,0.25,0.0,0.25,5.719157380444499e-18
2015-10-22,2.392000390587568e-17,1.0593309882108145e-17,0.0,4.956937978419841e-18,0.24999999999999997,0.25,0.25,0.0,0.25,5.719157380444499e-18
2015-10-23,2.392000390587568e-17,1.0593309882108145e-17,0.0,4.956937978419841e-18,0.24999999999999997,0.25,0.25,0.0,0.25,5.719157380444499e-18
2015-10-26,2.392000390587568e-17,1.0593309882108145e-17,0.0,4.956937978419841e-18,0.24999999999999997,0.25,0.25,0.0,0.25,5.719157380444499e-18
2015-10-27,2.392000390587568e-17,1.0593309882108145e-17,0.0,4.956937978419841e-18,0.24999999999999997,0.25,0.25,0.0,0.25,5.719157380444499e-18
2015-10-28,2.392000390587568e-17,1.0593309882108145e-17,0.0,4.956937978419841e-18,0.24999999999999997,0.25,0.25,0.0,0.25,5.719157380444499e-18
2015-10-29,2.392000390587568e-17,1.0593309882108145e-17,0.0,4.956937978419841e-18,0.24999999999999997,0.25,0.25,0.0,0.25,5.719157380444499e-18
2015-10-30,2.392000390587568e-17,1.0593309882108145e-17,0.0,4.956937978419841e-18,0.24999999999999997,0.25,0.25,0.0,0.25,5.719157380444499e-18
2015-11-02,2.392000390587568e-17,1.0593309882108145e-17,0.0,4.956937978419841e-18,0.24999999999999997,0.25,0.25,0.0,0.25,5.719157380444499e-18
2015-11-03,0.0,0.17027125710987168,0.0,1.6864175216484382e-17,0.25,0.07972874289012866,0.24999999999999997,4.2907727111469777e-17,0.25,0.0
2015-11-04,0.0,0.25,0.0,5.201380499327425e-18,0.25,7.63951468339839e-17,0.25,1.5350138948494586e-18,0.25,3.768523449818179e-17
2015-11-05,0.028289850768058823,0.24999999999999997,2.5667395895411276e-17,0.0,0.25,2.8880564947006105e-18,0.25,5.483130046480857e-17,0.22171014923194104,2.361402515860679e-17
2015-11-06,0.25,0.24999999999999997,0.0,3.6982699718215766e-17,0.24999999999999997,3.728127602893694e-17,0.24999999999999997,0.0,0.0,0.0
2015-11-09,0.25,0.24999999999999997,0.0,3.6982699718215766e-17,0.24999999999999997,3.728127602893694e-17,0.24999999999999997,0.0,0.0,0.0
2015-11-10,0.0,0.25,0.25,1.723910638798264e-17,0.25,0.0,0.25,5.0198852431541995e-17,0.0,0.0
2015-11-11,5.182007906635783e-18,0.25,0.0,0.0,0.24999999999999994,2.1946836949483763e-17,0.25,9.411711319217767e-18,0.24999999999999975,1.0851098039853342e-17
2015-11-12,0.03332806583261412,0.21667193416738584,0.0,2.715312422020141e-17,0.24999999999999997,2.5739345272931447e-17,0.25,0.0,0.24999999999999997,0.0
2015-11-13,0.0,6.938893903907228e-17,0.0,0.0,0.25,0.25,0.25,1.0104493617947638e-17,0.25,1.4528733708732318e-17
2015-11-16,2.983724378680108e-16,0.2499999999999999,4.616790201641053e-17,0.0,0.25,0.0,0.25,8.555705084347984e-18,0.25,3.6971706004962023e-17
2015-11-17,5.163054579110832e-17,0.0,0.0,4.246994155764387e-17,0.25,0.24999999999999986,0.24999999999999997,9.333375771642258e-18,0.25,1.3833013402713682e-17
2015-11-18,7.449553127147901e-16,0.2499999999999998,1.6796701654294364e-16,0.0,0.25,0.0,0.25,0.0,0.2499999999999994,0.0
2015-11-19,0.0,0.0,8.486151857833108e-17,0.0,0.25,0.25,0.24999999999999997,0.0,0.25,4.384634672467111e-17
2015-11-20,0.0011436091636776446,0.24999999999999978,7.301093762771338e-16,0.0,0.25,0.0,0.25,1.8643205465418325e-17,0.24885639083632216,0.0
2015-11-23,0.25,0.24999999999999986,0.0,1.0486202127766394e-16,0.25,5.4845858099682235e-18,0.25,0.0,0.0,5.447119792894801e-18
2015-11-24,0.25,0.24999999999999986,0.0,1.0486202127766394e-16,0.25,5.4845858099682235e-18,0.25,0.0,0.0,5.447119792894801e-18
2015-11-25,0.25,0.24999999999999986,0.0,1.0486202127766394e-16,0.25,5.4845858099682235e-18,0.25,0.0,0.0,5.447119792894801e-18
2015-11-27,0.25,0.24999999999999986,0.0,1.0486202127766394e-16,0.25,5.4845858099682235e-18,0.25,0.0,0.0,5.447119792894801e-18
2015-11-30,0.19798782312191263,0.24999999999999986,1.0637051522017479e-17,5.630682892855465e-17,0.25,1.5314452467839708e-17,0.25,0.0,0.05201217687808768,0.0
2015-12-01,8.326672684688674e-17,0.25,1.2269670341695405e-16,1.4297960886677802e-17,0.24999999999999997,1.623872779419227e-17,0.24999999999999997,1.996953010311466e-17,0.2499999999999999,0.0
2015-12-02,8.326672684688674e-17,0.25,1.2269670341695405e-16,1.4297960886677802e-17,0.24999999999999997,1.623872779419227e-17,0.24999999999999997,1.996953010311466e-17,0.2499999999999999,0.0
2015-12-03,0.0,0.0,2.3602449231203865e-17,1.608689732374724e-17,0.25,0.25,0.25,1.913403162564945e-17,0.25,7.366532244502102e-18
2015-12-04,0.0803863783864473,0.2499999999999995,2.118157191342043e-16,0.0,0.25,1.6935677053936212e-16,0.25,0.0,0.1696136216135529,2.880657344939972e-17
2015-12-07,1.457167719820518e-16,0.25,0.0,6.037884291658384e-17,0.24999999999999997,0.0,0.25,0.0,0.24999999999999994,0.0
2015-12-08,0.25,0.24999999999999992,5.377642775528102e-16,2.7209377748247495e-17,0.25,4.2381562508231215e-17,0.25,0.0,0.0,0.0
2015-12-09,0.2499999999999999,0.2499999999999998,5.3776427755281e-16,2.7209377748247483e-17,0.2499999999999999,4.2381562508231197e-17,0.2499999999999999,0.0,0.0,0.0
2015-12-10,0.2499999999999999,0.2499999999999998,5.3776427755281e-16,2.7209377748247483e-17,0.2499999999999999,4.2381562508231197e-17,0.2499999999999999,0.0,0.0,0.0
2015-12-11,3.7470027081099033e-16,0.25,0.24999999999999972,0.0,0.25,1.2016507293017954e-17,0.25,2.2467212671601746e-18,0.0,1.752423636139434e-17
2015-12-14,0.24999999999999972,0.25,8.326672684688674e-17,1.9464930236212315e-17,0.25,1.5257369977512897e-17,0.24999999999999997,2.2202540721738054e-17,1.2845435362531748e-16,3.46499330800452e-17
2015-12-15,0.24999999999999975,0.25,8.326672684688675e-17,1.9464930236212318e-17,0.25,1.52573699775129e-17,0.25,2.2202540721738057e-17,1.284543536253175e-16,3.464993308004521e-17
2015-12-16,0.11165966996306204,0.2499999999999998,0.13834033003693816,0.0,0.25,2.7608533183206736e-18,0.25,6.5625103089758995e-18,0.0,3.2630343024035677e-17
2015-12-17,0.25,0.25,0.0,2.921441762712171e-17,0.25,1.772187459877536e-17,0.25,1.056614026037103e-17,0.0,0.0
2015-12-18,6.620038901871871e-17,0.22371670189638412,0.026283298103615862,0.0,0.24999999999999997,0.0,0.25,0.0,0.24999999999999997,0.0
2015-12-21,0.25,0.25,0.0,0.0,0.24999999999999997,1.4872952997920126e-17,0.25,1.5518160069507042e-17,0.0,3.38072630307149e-18
2015-12-22,0.25,0.25,0.0,0.0,0.24999999999999997,1.4872952997920126e-17,0.25,1.5518160069507042e-17,0.0,3.38072630307149e-18
2015-12-23,0.0860295691993551,0.24999999999999997,0.0,0.0,0.25,9.785161756187687e-18,0.25,1.1070864205437771e-17,0.16397043080064508,1.0803834352852152e-17
2015-12-24,0.05000499563690786,0.24999999999999997,0.14231707264437798,0.0,0.25,0.0,0.25,3.4519767512577533e-17,0.057677931718714055,8.057977084693437e-18
2015-12-28,0.12745960114471494,0.24999999999999975,0.0,2.217706510607079e-17,0.25,0.0,0.24999999999999997,0.0,0.12254039885528545,0.0
2015-12-29,0.07522720378652507,0.25,2.6632212472675544e-17,5.491488936814462e-18,0.25,2.5069573544295243e-17,0.25,0.0,0.17477279621347497,0.0
2015-12-30,0.0,0.25,0.0,3.375877640988699e-17,0.25,8.402476346257514e-18,0.25,0.0,0.25,7.372465251216402e-17
2015-12-31,0.25,0.2499999999999999,6.245004513516506e-17,1.0189498680534428e-17,0.25,0.0,0.25,0.0,5.297095401260115e-17,3.1671941279595966e-17
2016-01-04,0.25,0.2499999999999999,6.245004513516506e-17,1.0189498680534428e-17,0.25,0.0,0.25,0.0,5.297095401260115e-17,3.1671941279595966e-17
2016-01-05,0.044278269593249084,0.25,0.17049126756241823,0.0,0.25,0.0,0.25,2.3885381772226102e-17,0.035230462844332615,0.0
2016-01-06,0.25,0.0,0.25,9.902038844782409e-17,0.24999999999999997,5.379852665210253e-17,0.25,1.5064790775136302e-17,0.0,0.0
2016-01-07,0.008391822192378315,0.0,0.24160817780762167,1.0908342802157896e-17,0.25,2.416550372352901e-17,0.25,2.2323506159462605e-17,0.25,0.0
2016-01-08,0.25,0.0,9.020562075079397e-17,3.2341176582097796e-18,0.25,4.19155769250439e-18,0.25,0.0,0.25,0.0
2016-01-11,0.008406827284463736,0.16354171369174916,0.07805145902378716,1.757700848070994e-17,0.25,0.0,0.25,1.497492326674472e-17,0.25,4.5665824108838335e-18
2016-01-12,0.25,3.469446951953614e-16,0.25,1.7374310676488702e-16,0.25,2.1809206749833793e-18,0.25,0.0,0.0,0.0
2016-01-13,0.2499999999999999,3.4694469519536127e-16,0.2499999999999999,1.7374310676488695e-16,0.2499999999999999,2.180920674983378e-18,0.2499999999999999,0.0,0.0,0.0
2016-01-14,0.2499999999999999,3.4694469519536127e-16,0.2499999999999999,1.7374310676488695e-16,0.2499999999999999,2.180920674983378e-18,0.2499999999999999,0.0,0.0,0.0
2016-01-15,0.14838732770078317,0.12246321253338883,0.22914945976582796,1.619038679430511e-17,0.25,0.0,0.25,0.0,0.0,6.284515619160353e-18
2016-01-19,0.25,0.0,0.25,0.0,0.25,0.0,0.25,2.00756274031174e-17,1.313673349921016e-17,0.0
2016-01-20,0.24999999999999997,0.25,0.0,1.0859908936990603e-17,0.25,0.0,0.25,3.3953415210931845e-17,2.7283926433493133e-18,0.0
2016-01-21,0.2499999999999999,0.2227133068451551,0.027286693154844947,2.148238158280206e-17,0.25,0.0,0.25,8.228515941976636e-19,7.741200883289746e-19,3.424936808162875e-18
2016-01-22,1.3877787807814457e-16,0.24999999999999992,0.25,0.0,0.24999999999999997,7.817368197031029e-18,0.25,0.0,9.108409504444534e-17,0.0
2016-01-25,0.25,0.25,0.0,3.914074781498369e-17,0.24999999999999997,7.048363509413066e-18,0.25,1.0517810461366568e-17,5.313640033436202e-18,0.0
2016-01-26,0.24999999999999997,1.5265566588595902e-16,0.24999999999999994,3.771942503444672e-17,0.25,0.0,0.25,0.0,1.132743574943726e-17,4.10992417200251e-17
2016-01-27,0.0,0.25,0.25,0.0,0.24999999999999997,0.0,0.25,0.0,0.0,0.0
2016-01-28,0.2499999999999999,0.25,0.049894530446537466,2.4466869434203493e-17,0.25,3.997358878830035e-17,0.20010546955346234,0.0,8.428020978391017e-18,1.2371191102006728e-16
2016-01-29,0.25,0.24999999999999972,0.25,0.0,0.24999999999999997,1.3809005824291875e-18,0.0,3.176623642424693e-17,0.0,5.218522406605676e-18
2016-02-01,0.25,0.24999999999999978,0.25,0.0,0.25,1.3809005824291879e-18,0.0,3.1766236424246933e-17,0.0,5.2185224066056776e-18
2016-02-02,0.25,0.24164049018894532,0.008359509811054322,1.8965305623159588e-17,0.25,0.0,0.25,0.0,3.536798110020334e-18,3.3507844920279635e-16
2016-02-03,0.25,0.2499999999999999,0.25,4.215216500206637e-17,0.25,6.147799365915471e-18,0.0,0.0,0.0,1.3197199202776877e-16
2016-02-04,0.24999999999999994,0.24999999999999983,0.24999999999999994,4.2152165002066356e-17,0.24999999999999994,6.147799365915469e-18,0.0,0.0,0.0,1.3197199202776875e-16
2016-02-05,0.24999999999999992,0.0007918261361943853,0.24999999999999983,1.1323741020049882e-17,0.24999999999999997,2.0434727580356e-17,0.0,0.24920817385790647,1.1019292381147857e-17,0.0
2016-02-08,0.06951654537198593,0.25,0.18048345462801418,0.0,0.25,0.0,0.0,0.25,0.0,5.084871280311987e-18
2016-02-09,0.24999999999999994,0.0,0.25,3.535372655756569e-17,0.25,7.410543086038587e-19,0.0,0.25,0.0,6.05072169595376e-17
2016-02-10,0.24999999999999994,0.0,0.25,3.535372655756569e-17,0.25,7.410543086038587e-19,0.0,0.25,0.0,6.05072169595376e-17
2016-02-11,0.24999999999999994,0.25,0.0,5.663717869814464e-18,0.25,1.6072058725675293e-17,0.0,0.25,0.0,9.133164821767667e-18
2016-02-12,0.24999999999999994,0.25,0.0,5.663717869814464e-18,0.25,1.6072058725675293e-17,0.0,0.25,0.0,9.133164821767667e-18
2016-02-16,0.25,0.0,0.25,4.463116119326118e-18,0.25,0.0,1.573881871317536e-17,0.24999999999999997,0.0,0.0
2016-02-17,0.25,0.0,0.25,4.463116119326118e-18,0.25,0.0,1.573881871317536e-17,0.24999999999999997,0.0,0.0
2016-02-18,0.25,0.1435412347976813,0.10645876520231864,0.0,0.25,0.0,0.0,0.25,0.0,5.4798988930606e-17
2016-02-19,0.24999999999999994,0.059043859429540387,0.19095614057045973,6.034245037603789e-18,0.25,0.0,2.1276229158509896e-17,0.25,0.0,2.5116203273348672e-17
2016-02-22,0.25,2.0816681711721685e-17,0.24999999999999986,2.6494845585511977e-17,0.25,0.0,1.782122820562794e-17,0.25,0.0,5.2515697725164087e-17
2016-02-23,0.25,0.25,0.0,0.0,0.25,8.819202063790133e-18,0.0,0.25,4.295187753445088e-17,1.568943044541888e-17
2016-02-24,0.25,0.25,0.0,0.0,0.25,8.819202063790133e-18,0.0,0.25,4.295187753445088e-17,1.568943044541888e-17
2016-02-25,0.25,1.6653345369377348e-16,0.24999999999999994,3.469446951953618e-18,0.25,4.346423396625771e-18,0.0,0.25,5.8706503646470866e-18,1.198181424998556e-17
2016-02-26,0.24999999999999992,0.24999999999999978,2.0816681711721685e-16,0.0,0.25,1.7005599620366543e-17,2.607258528543049e-17,0.24999999999999997,4.602190525916415e-17,8.848299901506936e-17
2016-02-29,0.24999999999999994,2.3592239273284576e-16,0.24999999999999994,0.0,0.25,1.3302767445966155e-17,0.0,0.24999999999999997,2.579244085947982e-18,6.849873617306666e-17
2016-03-01,0.2499999999999999,0.25,3.3306690738754696e-16,0.0,0.25,5.100704116754578e-18,0.0,0.24999999999999997,5.2451910376050655e-17,0.0
2016-03-02,0.25,0.0,0.0,0.0,0.25,1.7483864299237484e-17,0.0,0.25,0.0,0.25
2016-03-03,0.25,0.0,0.0,0.0,0.25,1.7483864299237484e-17,0.0,0.25,0.0,0.25
2016-03-04,0.08578520308720984,0.16421479691279023,4.4207776316627674e-17,9.942790099160669e-18,0.25,2.9064332185122677e-18,1.1717097425354637e-18,0.24999999999999997,0.0,0.24999999999999994
2016-03-07,0.25,1.1796119636642288e-16,0.0,0.0,0.25,6.3085288888487555e-18,0.0,0.24999999999999997,1.1683516889954021e-17,0.25
2016-03-08,0.25,1.1796119636642288e-16,0.0,0.0,0.25,6.3085288888487555e-18,0.0,0.24999999999999997,1.1683516889954021e-17,0.25
2016-03-09,0.25,1.1796119636642288e-16,0.0,0.0,0.25,6.3085288888487555e-18,0.0,0.24999999999999997,1.1683516889954021e-17,0.25
2016-03-10,0.25,1.1796119636642288e-16,0.0,0.0,0.25,6.3085288888487555e-18,0.0,0.24999999999999997,1.1683516889954021e-17,0.25
2016-03-11,0.25,1.1796119636642288e-16,0.0,0.0,0.25,6.3085288888487555e-18,0.0,0.24999999999999997,1.1683516889954021e-17,0.25
2016-03-14,0.20988109880869119,0.04011890119130883,0.0,4.799967632815545e-18,0.25,0.0,1.330520680863816e-18,0.25,0.0,0.25
2016-03-15,0.24999999999999972,2.983724378680108e-16,0.0,3.880134222546516e-18,0.25,0.0,0.0,0.25,0.0,0.25
2016-03-16,0.24999999999999972,2.983724378680108e-16,0.0,3.880134222546516e-18,0.25,0.0,0.0,0.25,0.0,0.25
