Date,portfolio,equal_weight,benchmark
2015-07-13,0.009878906885946354,0.008769414874697002,0.011037181100761906
2015-07-14,0.0063844393495838606,0.004672822583332658,0.004337802626717124
2015-07-15,-0.0018227438527649966,-0.0016180186059144396,-0.0003318560396369241
2015-07-16,0.009343876915502983,0.00729630043288837,0.008024047874553908
2015-07-17,0.003511490753387526,0.000751162145563522,0.0008479870196591577
2015-07-20,0.0023104472589813504,-0.0015300606941513917,0.0005178802272247651
2015-07-21,-0.0026928766640464284,-0.003435713723801204,-0.003951472571406711
2015-07-22,-0.006448156902873856,-0.004391648122348835,-0.001794432595068507
2015-07-23,-0.0043061069461816535,-0.0048099592793670485,-0.00563012956612996
2015-07-24,-0.010033441410377274,-0.008274182450945623,-0.010371849823875956
2015-07-27,-0.006987635961410277,-0.00627378372393258,-0.00581727316943792
2015-07-28,0.01168277099110777,0.010852513176464962,0.012282687818159221
2015-07-29,0.0045114326181438635,0.00530072713876697,0.006879187651524621
2015-07-30,0.0009594810946761841,-0.00025642043629721113,0.00023722332822506687
2015-07-31,0.001474610493200877,0.0005748139888546167,-0.0015179038622210594
2015-08-03,-0.00272723593023585,-0.0034634886654485663,-0.003373082857765053
2015-08-04,-0.0011083179315649842,-0.0011564440108321583,-0.0019541618609524303
2015-08-05,0.005145383369081412,0.0036560468379838616,0.0032956589037933526
2015-08-06,-0.009022099139759465,-0.006870710629424359,-0.008187795029744316
2015-08-07,-0.001637907934490213,-0.0016607124403617112,-0.0019200044859098986
2015-08-10,0.011964011847002487,0.012167222769359443,0.012599458144645359
2015-08-11,-0.012265714516104118,-0.009217982029110871,-0.009023219419566075
2015-08-12,-0.0014252040063187578,0.001029319732416567,0.001198140677427073
2015-08-13,-0.0007298745444208611,-0.0016680812853786975,-0.0012445891086569905
2015-08-14,0.0024588206787689256,0.0027561063723356206,0.0036420113666097986
2015-08-17,0.0037472152046746044,0.004244603566902927,0.005587281242615205
2015-08-18,-0.005179314795541211,-0.003699971274345193,-0.002896701477303032
2015-08-19,-0.007598785967122246,-0.005813045809977347,-0.007905547932296142
2015-08-20,-0.024535099158802053,-0.018707558105168588,-0.02088167480322245
2015-08-21,-0.030806522095122225,-0.026882558333452,-0.030102277937415378
2015-08-24,-0.03022869488792324,-0.03571525839041793,-0.04210663562058292
2015-08-25,-0.0007676317186386068,-0.006809234894841221,-0.01176824291988443
2015-08-26,0.025347976606578795,0.03175125526324539,0.038393997546871894
2015-08-27,0.014910604951572726,0.019680405484249187,0.024735245709198272
2015-08-28,0.0012441047361900549,0.0007500096095876541,5.020104234954026e-05
2015-08-31,-0.009242097811023343,-0.007589643412153124,-0.008079214001064039
2015-09-01,-0.030806112962117778,-0.027160778813770402,-0.029847647744489558
2015-09-02,0.01955116192039053,0.01676163849202602,0.018980883279928307
2015-09-03,-0.0005223068861703639,-0.0003917463250531994,0.0007163240134919757
2015-09-04,-0.01659827110395254,-0.014922370459775958,-0.015136122227853321
2015-09-08,0.024919137764138777,0.023758028693502586,0.025130476471581842
2015-09-09,-0.009213167231426376,-0.011425712823501855,-0.01337187869528278
2015-09-10,0.006951594745575165,0.005951936679046721,0.0054420108619051
2015-09-11,0.002732983787382379,0.003108866560350321,0.004544514845054692
2015-09-14,-0.005113822241294265,-0.004019913805169284,-0.0037105028385485683
2015-09-15,0.009994705230520932,0.009857533813680786,0.012499342259971513
2015-09-16,0.009924186327408437,0.009814000224755782,0.008666140470469541
2015-09-17,5.3698734572104316e-05,-3.7768080991495975e-05,-0.0022475930728501625
2015-09-18,-0.017994680597483798,-0.014935450536930673,-0.016341559225196645
2015-09-21,0.001748388446518413,0.002318102015217449,0.005167940409428695
2015-09-22,-0.017917335334089343,-0.01469268421979344,-0.012979972135659712
2015-09-23,-0.0021669265528893034,-0.0014518006414267592,-0.0015985638866914398
