Split,samples,demo_mean_training_reward,policy_mean_excess_return,policy_mean_training_reward,demo_mean_raw_return,demo_mean_excess_return,demo_mean_excess_vs_equal_weight,demo_mean_excess_vs_restricted_random,demo_mean_excess_vs_markowitz,policy_mean_raw_return,policy_mean_excess_vs_equal_weight,policy_mean_excess_vs_restricted_random,policy_mean_excess_vs_markowitz,mean_abs_weight_error
train,100.0,0.02493261732161045,0.026656372472643852,0.025486696511507034,0.03161628544330597,0.02610228955745697,0.022440308704972267,0.022989893332123756,0.0174819678068161,0.032170370221138,0.022994389757514,0.023543978109955788,0.018036048859357834,0.10986126959323883
validation,26.0,0.011897670105099678,0.01052985992282629,0.011772037483751774,0.01594708114862442,0.010655492544174194,0.012319358065724373,0.011724790558218956,0.0212852880358696,0.01582144759595394,0.012193725444376469,0.011599157936871052,0.02115965634584427,0.12984880805015564
all,126.0,0.022242866456508636,0.02332867868244648,0.02265668660402298,0.028382962569594383,0.022914856672286987,0.02035185880959034,0.020665345713496208,0.01826678030192852,0.028796786442399025,0.02076568268239498,0.021079171448946,0.01868060603737831,0.11398568749427795
