Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,-9.381116036525032,0.0,0.0,-0.041171384708227315,-1.8717421403459429,0.0,10.355360805988308,-21.64939036756751
validation,-12.118604729370858,0.0,0.0,-1.3081020869746367,-1.1838822164489406,0.0,10.505304336547848,-25.115893369342285
all,3.812723191792729,0.0,0.0,4.158047054057424,6.29478072527335,3.333333333333333,3.21780681610107,14.381077488355764
