Split,samples,demo_mean_excess_return,policy_mean_excess_return,demo_mean_raw_return,policy_mean_raw_return,mean_abs_weight_error
train,204.0,0.008616529405117035,-0.003235395299270749,0.0118229566141963,-4.117161734029651e-05,0.17258934676647186
validation,52.0,0.010919461958110332,-0.004283643793314695,0.01390072237700224,-0.00131564075127244,0.17508840560913086
all,256.0,0.009084312245249748,0.0012778174132108688,0.012245003134012222,0.00442609004676342,0.05363011360168457
