Split,samples,demo_mean_excess_return,policy_mean_excess_return,demo_mean_raw_return,policy_mean_raw_return,mean_abs_weight_error
train,204.0,0.007149352692067623,-0.003808635054156184,0.013554856181144714,0.00258776661939919,0.17994342744350433
validation,52.0,0.008878790773451328,-0.011655663140118122,0.0006116571603342891,-0.01992802508175373,0.1760137528181076
all,256.0,0.007500644773244858,0.0010513230226933956,0.010925769805908203,0.004468131810426712,0.04838486760854721
