Index,split,baseline_ticker,samples,baseline_mean_raw_return,policy_mean_raw_return,policy_mean_excess_return,t_statistic,p_value,significant_outperformance
0,train,VOO,61,0.012995277271896113,0.232517808675766,0.21952252016692866,15.039841248025702,,True
1,train,IVV,61,0.01298985715772285,0.232517808675766,0.21952794028110192,15.047553137914147,,True
2,train,SPY,61,0.012941828516663098,0.232517808675766,0.21957596892216166,15.038572664146718,,True
3,train,VTI,61,0.012558787572579305,0.232517808675766,0.21995900986624545,15.333221566789572,,True
4,train,QQQ,61,0.0175008412267341,0.232517808675766,0.21501695621209066,14.546807434432436,,True
5,train,VEA,61,0.005793493302142034,0.232517808675766,0.22672430413668274,14.974226182422871,,True
6,train,VUG,61,0.01629679515713551,0.232517808675766,0.21622100228168925,14.601679851217002,,True
7,train,GLD,61,0.01010212351064213,0.232517808675766,0.22241567392818262,11.977069430708184,,True
8,train,IEFA,61,0.005565816261729256,0.232517808675766,0.2269519811770955,14.865792393993065,,True
9,train,VTV,61,0.009512247609310463,0.232517808675766,0.2230055498295143,15.103703009682985,,True
10,train,LMT,61,0.007967819933031426,0.232517808675766,0.22454997750579334,13.610106026451314,,True
11,train,MAR,61,0.018323435158026022,0.232517808675766,0.21419436228079874,14.151592825973854,,True
12,train,MCHP,61,0.010577308349922055,0.232517808675766,0.2219404890889027,14.669041628183443,,True
13,train,MDLZ,61,0.005535000660380379,0.232517808675766,0.22698279677844438,12.876409646328618,,True
14,train,MSI,61,0.020405123468305243,0.232517808675766,0.21211267397051953,12.494397961653023,,True
15,train,NCLH,61,0.011582839684408219,0.232517808675766,0.22093495775441654,10.632193670213539,,True
16,train,NDAQ,61,0.016852351485705765,0.232517808675766,0.21566544595311898,13.245885366020747,,True
17,train,NI,61,0.009841933602192363,0.232517808675766,0.2226758638366324,12.671636880292766,,True
18,train,NTAP,61,0.01689872878496764,0.232517808675766,0.21561906865385713,13.648932463984904,,True
19,train,NVR,61,0.016390762368186575,0.232517808675766,0.21612703507063818,14.192250007538046,,True
20,train,NWSA,61,0.01817953098015707,0.232517808675766,0.2143382664586677,14.708812862083787,,True
21,train,OKE,61,0.023904436924418467,0.232517808675766,0.2086133605144063,11.137489603855474,,True
22,train,OMC,61,0.007803644313186896,0.232517808675766,0.22471415312563786,15.466545117625895,,True
23,train,PANW,61,0.03160090817779791,0.232517808675766,0.20091688926102685,11.726384488951249,,True
24,train,PAYX,61,0.012671056340952388,0.232517808675766,0.21984674109787236,13.33431790441194,,True
25,train,PH,61,0.024995714914603312,0.232517808675766,0.20752208252422144,15.912735720521162,,True
26,train,POOL,61,0.01371901445701474,0.232517808675766,0.21879878298181002,12.907937522039266,,True
27,train,PSA,61,0.011956032182349533,0.232517808675766,0.22056176525647522,12.902097011266864,,True
28,train,PSX,61,0.010478144786396965,0.232517808675766,0.2220396526524278,13.57938863097288,,True
29,train,RF,61,0.014687080852320938,0.232517808675766,0.21783071658650383,13.766455175338226,,True
30,train,RSG,61,0.01644520095137299,0.232517808675766,0.21607259648745178,12.078390892044283,,True
31,train,SATS,61,-0.002105377736638804,0.232517808675766,0.23462317517546358,13.471506203326488,,True
32,train,SBAC,61,0.0014204529465221968,0.232517808675766,0.23109734449230257,12.707822012988627,,True
33,train,SJM,61,0.004866766147926206,0.232517808675766,0.22765103129089856,13.371165686654914,,True
34,train,STE,61,0.008514960281184463,0.232517808675766,0.2240028371576403,13.629729790180825,,True
35,train,SWK,61,-0.0033844367402498837,0.232517808675766,0.23590223417907466,14.440523697140534,,True
36,train,TAP,61,0.007576004403536437,0.232517808675766,0.22494179303528833,12.576334079975757,,True
37,train,TMO,61,0.010767138395153109,0.232517808675766,0.22175065904367167,12.683531284547026,,True
38,train,TRV,61,0.01331138708552376,0.232517808675766,0.219206410353301,12.991558560040088,,True
39,train,TTD,61,0.03849271574958426,0.232517808675766,0.19402508168924051,9.873705402287861,,True
40,train,USB,61,0.004367691571595239,0.232517808675766,0.22815010586722953,13.971116808178763,,True
41,train,VRT,61,0.05247656634596527,0.232517808675766,0.1800412310928595,10.18632789067763,,True
42,train,VRTX,61,0.012540924744527848,0.232517808675766,0.21997687269429692,12.426396841756976,,True
43,train,VST,61,0.0364010392642412,0.232517808675766,0.19611675817458357,11.211911005509446,,True
44,train,VTR,61,0.010288216051508169,0.232517808675766,0.2222295813873166,12.577604726024092,,True
45,train,WDC,61,0.011315077054696004,0.232517808675766,0.22120272038412875,12.69391158475675,,True
46,train,WFC,61,0.011551290261940877,0.232517808675766,0.22096650717688388,13.776286508751722,,True
47,train,WY,61,0.007827928808868909,0.232517808675766,0.22468986862995585,15.383281682494237,,True
48,train,XYL,61,0.010562525420892433,0.232517808675766,0.22195527201793233,13.611538553958376,,True
49,train,YUM,61,0.009003452590254486,0.232517808675766,0.22351434484857027,13.83191546683376,,True
50,validation,VOO,16,0.008822347968816757,0.3448001742362976,0.33597781881690025,7.195612636652097,,True
51,validation,IVV,16,0.0088418610394001,0.3448001742362976,0.3359583057463169,7.1953193699310445,,True
52,validation,SPY,16,0.008758168667554855,0.3448001742362976,0.33604199811816216,7.195210377578648,,True
53,validation,VTI,16,0.008729655295610428,0.3448001742362976,0.3360705114901066,7.2255468198637685,,True
54,validation,QQQ,16,0.010101694613695145,0.3448001742362976,0.33469847217202187,7.138065059120849,,True
55,validation,VEA,16,0.02234823629260063,0.3448001742362976,0.3224519304931164,6.839145261533291,,True
56,validation,VUG,16,0.006385698914527893,0.3448001742362976,0.3384144678711891,7.14636826269308,,True
57,validation,GLD,16,0.03834693878889084,0.3448001742362976,0.30645322799682617,6.119077626183111,,True
58,validation,IEFA,16,0.019669946283102036,0.3448001742362976,0.325130220502615,6.849434951851198,,True
59,validation,VTV,16,0.011793676763772964,0.3448001742362976,0.33300649002194405,7.121908156912697,,True
60,validation,LMT,16,0.023354001343250275,0.3448001742362976,0.32144616544246674,7.040116463123186,,True
61,validation,MAR,16,0.017481908202171326,0.3448001742362976,0.3273182585835457,6.472435469332181,,True
62,validation,MCHP,16,0.023725394159555435,0.3448001742362976,0.3210747726261616,6.848898329946219,,True
63,validation,MDLZ,16,0.001943971961736679,0.3448001742362976,0.34285619482398033,6.281428883955304,,True
64,validation,MSI,16,0.0015313886106014252,0.3448001742362976,0.3432687781751156,7.423112183050197,,True
65,validation,NCLH,16,-0.0024071186780929565,0.3448001742362976,0.34720728546380997,6.84083392466109,,True
66,validation,NDAQ,16,0.011228282004594803,0.3448001742362976,0.3335718847811222,6.412058869422501,,True
67,validation,NI,16,0.019390854984521866,0.3448001742362976,0.32540931180119514,6.205031919249475,,True
68,validation,NTAP,16,-0.005088232457637787,0.3448001742362976,0.3498883992433548,7.840222623544532,,True
69,validation,NVR,16,-0.010159321129322052,0.3448001742362976,0.35495948791503906,7.866072402045755,,True
70,validation,NWSA,16,-0.004107210785150528,0.3448001742362976,0.34890737757086754,7.205438114730186,,True
71,validation,OKE,16,-0.003813639283180237,0.3448001742362976,0.34861380606889725,6.338610421126347,,True
72,validation,OMC,16,-0.0018165186047554016,0.3448001742362976,0.3466166853904724,7.956714449515588,,True
73,validation,PANW,16,0.001112569123506546,0.3448001742362976,0.34368759766221046,7.052489226529221,,True
74,validation,PAYX,16,-0.02287418022751808,0.3448001742362976,0.3676743470132351,6.603127530052703,,True
75,validation,PH,16,0.029627814888954163,0.3448001742362976,0.31517235189676285,6.44487355786946,,True
76,validation,POOL,16,-0.026409093290567398,0.3448001742362976,0.3712092600762844,7.765066078594023,,True
77,validation,PSA,16,0.002625569701194763,0.3448001742362976,0.34217459708452225,7.257530421168613,,True
78,validation,PSX,16,0.030331335961818695,0.3448001742362976,0.3144688308238983,6.350581342149085,,True
79,validation,RF,16,0.0144515261054039,0.3448001742362976,0.3303486406803131,7.568307725967006,,True
80,validation,RSG,16,0.006403613835573196,0.3448001742362976,0.3383965529501438,6.274326865153547,,True
81,validation,SATS,16,0.14115754142403603,0.3448001742362976,0.20364262536168098,4.6836534750149985,,True
82,validation,SBAC,16,0.00554320216178894,0.3448001742362976,0.33925696462392807,5.610243940005034,,True
83,validation,SJM,16,-0.003945983946323395,0.3448001742362976,0.3487461507320404,6.441353265071495,,True
84,validation,STE,16,0.008014742285013199,0.3448001742362976,0.3367854245007038,6.71142705869334,,True
85,validation,SWK,16,0.0012828856706619263,0.3448001742362976,0.3435172811150551,8.140564817292846,,True
86,validation,TAP,16,-0.011426243931055069,0.3448001742362976,0.3562264107167721,6.65184649749667,,True
87,validation,TMO,16,0.0020605549216270447,0.3448001742362976,0.34273961186408997,6.443965610446894,,True
88,validation,TRV,16,0.015782583504915237,0.3448001742362976,0.3290175832808018,6.437355246847946,,True
89,validation,TTD,16,-0.08279769122600555,0.3448001742362976,0.42759785801172256,5.6038658453133525,,True
90,validation,USB,16,0.013550154864788055,0.3448001742362976,0.33125001192092896,7.785000485121557,,True
