Split,samples,demo_mean_excess_return,policy_mean_excess_return,demo_mean_raw_return,policy_mean_raw_return,mean_abs_weight_error
train,204.0,0.006359703838825226,-0.00369702628813684,0.009613734669983387,-0.0004515791079029441,0.11353005468845367
validation,52.0,0.007321414537727833,0.0032959510572254658,0.008702685125172138,0.004661897197365761,0.11247307807207108
all,256.0,0.006555051077157259,0.0007404291536659002,0.009428678080439568,0.003604102646932006,0.05025063082575798
