Split,benchmark_component,equal_weight_component,restricted_random_component,markowitz_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,-0.15081786021738594,-0.7781355019686648,-0.5571075286925595,-2.1213862037664906,0.31557401030359095,-11.31756742178417,0.0,5.64147412776947,-20.25091463389515
validation,-0.7974783382653122,0.5287831693649788,0.08178799043508993,4.688656915416258,2.1854301442449926,10.390456777542271,5.0,5.352798700332642,16.724837958405637
all,-0.28054584227795315,-0.5161881803145708,-0.429055187353242,-0.7481305527409509,0.6967400098622725,-9.226441050380647,0.0,5.583576411008835,-16.087197214213926
