Index,candidate,selected_epoch,hidden_dim,attention_heads,attention_layers,epochs,objectives,training_samples,evaluation_samples,all_composite_score,validation_beats_all_tickers,validation_significant_vs_all_tickers,validation_min_mean_excess_return,all_beats_all_tickers,all_significant_vs_all_tickers,all_min_mean_excess_return,candidate_dir
0,portfolio_oracle_blend_224x8x4,59,224,8,4,96,"best_asset,best_asset_anchor,top2_blend,oracle_softmax,forward_mean_variance",90,90,119.67191661654874,True,False,0.006366408533520169,True,True,0.014569014310836792,/Users/calvinlomax/Desktop/QuantShield/outputs/portfolio_model_fits/1y/1y_gld_iefa_ivv_fit/candidate_models/portfolio_oracle_blend_224x8x4
3,portfolio_deep_224x8x5,78,224,8,5,80,"best_asset,best_asset_anchor,best_asset_mirror,top2_blend,oracle_softmax,forward_mean_variance,forward_risk_parity,forward_min_variance",144,144,116.97326510143894,True,False,0.004926280728701888,True,True,0.010373046000798544,/Users/calvinlomax/Desktop/QuantShield/outputs/portfolio_model_fits/1y/1y_gld_iefa_ivv_fit/candidate_models/portfolio_deep_224x8x5
4,portfolio_regularized_256x8x5,45,256,8,5,88,"best_asset,best_asset_anchor,top2_blend,oracle_softmax,forward_mean_variance,forward_risk_parity,forward_min_variance",126,126,115.26807297096497,True,False,0.004856969301517193,True,True,0.007739388280444675,/Users/calvinlomax/Desktop/QuantShield/outputs/portfolio_model_fits/1y/1y_gld_iefa_ivv_fit/candidate_models/portfolio_regularized_256x8x5
2,portfolio_wide_256x8x4,44,256,8,4,68,"best_asset,best_asset_anchor,top2_blend,oracle_softmax,forward_mean_variance,forward_risk_parity,forward_min_variance",126,126,116.30784383960273,True,False,0.004081269869437585,True,True,0.00992704431215922,/Users/calvinlomax/Desktop/QuantShield/outputs/portfolio_model_fits/1y/1y_gld_iefa_ivv_fit/candidate_models/portfolio_wide_256x8x4
1,portfolio_balanced_192x6x4,55,192,6,4,56,"best_asset,top2_blend,oracle_softmax,forward_mean_variance,forward_risk_parity,forward_min_variance",108,108,111.2720760343027,True,False,0.0036165605891834607,True,True,0.0038505130343967015,/Users/calvinlomax/Desktop/QuantShield/outputs/portfolio_model_fits/1y/1y_gld_iefa_ivv_fit/candidate_models/portfolio_balanced_192x6x4
