Split,benchmark_component,equal_weight_component,restricted_random_component,markowitz_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,29.94220539086151,19.920742639464358,14.951444693808149,24.739638002952685,9.993286513987757,14.991413072063638,10.0,3.9191490411758423,120.61958127196226
validation,24.92361474749834,17.498719304450496,13.404886485461052,24.45081063475919,9.483515628273507,14.088820103824819,10.0,7.330034673213959,106.52033223105344
all,29.85625511297048,19.840256161471434,14.901501901263522,24.697625364623754,9.98392281666773,14.993681248321366,10.0,4.601325988769531,119.67191661654874
