Split,samples,demo_mean_excess_return,policy_mean_excess_return,demo_mean_raw_return,policy_mean_raw_return,mean_abs_weight_error
train,204.0,0.006359703838825226,-0.002088158158585429,0.009613734669983387,0.0011572890216484666,0.17892926931381226
validation,52.0,0.007321414537727833,-0.0052328696474432945,0.008702685125172138,-0.0038669235073029995,0.17776617407798767
all,256.0,0.006555051077157259,0.0007440138142555952,0.009428678080439568,0.003607687307521701,0.07196733355522156
