Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,-6.174982888153143,0.0,0.0,1.1521499583225276,-1.3459615673607754,0.0,10.735756158828732,-17.104550656020123
validation,-14.40698742557262,0.0,0.0,-3.6850523482754616,-1.9304792607335843,0.0,10.665970444679255,-30.688489479260923
all,2.2279320045077684,0.0,0.0,3.458909733686016,1.5245858356373991,0.0,4.31804001331329,2.893387560517894
