Epoch,train_total_loss,train_actor_loss,train_critic_loss,train_bc_loss,train_entropy,train_demo_excess_return,train_policy_excess_return,validation_demo_excess_return,validation_policy_excess_return,validation_t_statistic,validation_p_value,selected_checkpoint
1,1.082119018423791,-0.6229011667709724,1.7050201822729671,0.004542274035367311,-13.464390156315822,0.006359703838825226,9.770486713023274e-07,0.007321414537727833,4.598039959091693e-05,0.7140131007503553,0.23923713933812357,False
2,0.7416028649199242,-0.46228739794562845,1.2038902628655528,0.004469090424405009,-13.37868408128327,0.006359703838825226,4.252090093359584e-06,0.007321414537727833,2.046617191808764e-05,0.3189080273550471,0.37554937810586997,False
3,0.9337697087549696,-0.9537554079411077,1.8875251166960771,0.00447389103161792,-13.310280725067736,0.006359703838825226,2.3952886749611935e-06,0.007321414537727833,1.646578311920166e-05,0.35040717165707186,0.3637381588311071,False
4,0.7674862076254452,-0.2957674299969393,1.0632536469721328,0.004527383369813655,-13.176314092149921,0.006359703838825226,2.458107246638974e-06,0.007321414537727833,2.8101298084948212e-05,0.6912564726001503,0.24626954037940904,False
5,0.6821026042395947,-0.5425439266597524,1.2246465215495987,0.004511054112192462,-13.024225926866718,0.006359703838825226,1.6050011254264973e-05,0.007321414537727833,7.334007386816666e-05,1.2256148742130677,0.11298670725962831,False
6,0.6923677512243682,-0.3520681989543578,1.0444359744296354,0.0044371797337982,-13.01055025586895,0.006359703838825226,1.0833144187927246e-05,0.007321414537727833,0.00014230723900254816,1.3433528196626108,0.09255251107923503,False
7,0.6747976915509093,-0.5686681860802221,1.243465879384209,0.004328427525858085,-13.182075500488281,0.006359703838825226,1.2216322829772253e-05,0.007321414537727833,0.0001797630247892812,1.5750818408893592,0.06071060502958247,False
8,0.5948515020164789,-0.4933006471278621,1.0881521397945928,0.004304639940314433,-13.221044652602252,0.006359703838825226,-1.1789447853516322e-06,0.007321414537727833,0.00017363176448270679,1.1967449835962727,0.11846980381019115,False
9,0.6092387776748807,-0.4843163548731336,1.0935551418977625,0.004264267558670219,-13.475367452584061,0.006359703838825226,-1.58107159222709e-05,0.007321414537727833,0.0001283643359784037,0.6527928753468226,0.25841088496710124,False
10,0.6155577804528031,-0.4654986075326508,1.0810563879854538,0.0041851213786239716,-13.67536402683632,0.006359703838825226,-6.95831622579135e-05,0.007321414537727833,0.00030635527218692005,1.0429877234455227,0.1509364393688727,False
11,0.5349137783050537,-0.4763022976763108,1.011216072475209,0.004139954886198336,-13.544621187097887,0.006359703838825226,0.0002657277218531817,0.007321414537727833,0.00034977839095517993,1.6201052232409223,0.05568870982619043,False
12,0.5069173130334592,-0.517934966321085,1.0248522758483887,0.004074081344822166,-13.426409272586598,0.006359703838825226,9.823634172789752e-05,0.007321414537727833,0.0004503371601458639,1.5084418484829645,0.0688059678276343,False
13,0.4278121356870614,-0.5958169593530542,1.0236290950401157,0.0040771963814383045,-13.601570073296042,0.006359703838825226,0.00029234268004074693,0.007321414537727833,0.0005489633767865598,2.2583474065461866,0.014115558166912876,False
14,0.6102289773669898,-0.11017068588704455,0.7203996748316521,0.004093876756800741,-13.4845656413658,0.006359703838825226,0.00035639136331155896,0.007321414537727833,0.0006730980821885169,2.418442319520406,0.009597983168464105,False
15,0.42434071910147575,-0.5311423411556319,0.9554830509073594,0.004002602711575581,-13.766193389892578,0.006359703838825226,0.00023199150746222585,0.007321414537727833,0.0007176032522693276,1.7314147688799653,0.0447118589418282,False
16,0.34024222925597547,-0.5374657897388234,0.8777080189947989,0.004033452283371897,-13.743139827952666,0.006359703838825226,0.0003960448084399104,0.007321414537727833,0.0007355694542638958,2.0342777924784943,0.023569917128158178,False
17,0.3125452644684735,-0.39825499028551814,0.7108002538774528,0.004003756958078228,-13.584569351345886,0.006359703838825226,0.0003096852742601186,0.007321414537727833,0.0004505583783611655,1.3034524698758527,0.09913700685041632,False
18,0.264509718207752,-0.489541980565763,0.754051698773515,0.004020061380430764,-13.450369348712996,0.006359703838825226,0.0005669459351338446,0.007321414537727833,0.0008824605029076338,2.6579379271740584,0.005237008289213816,False
19,0.3426953776209962,-0.6293167226454791,0.9720121002664753,0.003973464527185641,-13.527252346861596,0.006359703838825226,0.00040615160833112895,0.007321414537727833,0.0008733478607609868,2.2440325630653746,0.014599555630329728,False
20,0.2084690735620611,-0.517420606285918,0.725889679847979,0.003954612074748558,-13.476365033318014,0.006359703838825226,0.0004266795585863292,0.007321414537727833,0.0010164311388507485,2.1679061611851513,0.017428371931759935,False
21,0.1387295267161201,-0.4927969370402542,0.6315264637563743,0.003931607658445251,-13.532009143455356,0.006359703838825226,0.0003632739535532892,0.007321414537727833,0.0008545586606487632,1.864370556075517,0.034014920127448244,False
22,0.11083576141619216,-0.46036520191267427,0.5712009633288664,0.0038851533135326175,-13.511599391114478,0.006359703838825226,0.0003477153950370848,0.007321414537727833,0.0010936122853308916,2.0029178504588234,0.025257511999457482,False
23,0.08938989043235779,-0.5036830113214605,0.5930729017538183,0.003845484132933266,-13.766185106015673,0.006359703838825226,0.00035396948806010187,0.007321414537727833,0.0010456591844558716,2.0880047233141235,0.020905143688414653,False
24,0.05557959219988655,-0.43488908047769587,0.4904686726775824,0.00388190706315286,-13.592203327253753,0.006359703838825226,0.0004626380978152156,0.007321414537727833,0.0009292673785239458,1.992261494008645,0.02585422944990907,False
25,0.0010068980502147302,-0.4849844107440874,0.4859913087943021,0.0038978403306328784,-13.371309074701047,0.006359703838825226,0.0006066867499612272,0.007321414537727833,0.0007004164508543909,1.8904563696257248,0.032192628046217045,False
26,-0.015575018583559523,-0.5857187042049333,0.5701436856213737,0.003947820304436427,-13.380297193340226,0.006359703838825226,0.0007117048953659832,0.007321414537727833,0.0007703739684075117,1.927169876217655,0.02976893885895272,False
27,-0.038110943401561063,-0.3653475683109433,0.32723662490938227,0.00388025559996273,-13.442515728520412,0.006359703838825226,0.0006776931113563478,0.007321414537727833,0.0009579326142556965,1.8959629953322417,0.03181873859576879,False
28,-0.0347973669276518,-0.612536796167785,0.5777394292401332,0.00376206657429244,-13.70488275266161,0.006359703838825226,0.0008231629617512226,0.007321414537727833,0.0009520271560177207,1.8313004460024458,0.036449964052800266,False
29,-0.03217009002087163,-0.46738555501489076,0.43521546499401914,0.003830149719564646,-13.54771365371405,0.006359703838825226,0.0006187862018123269,0.007321414537727833,0.0008374968310818076,1.436576139706145,0.07847246150326935,False
30,-0.1058044807583678,-0.47965346598157693,0.37384898522320914,0.003791441629622497,-13.530551068923053,0.006359703838825226,0.0007861694903112948,0.007321414537727833,0.0007703590672463179,1.414073146941851,0.08170812504126025,False
31,-0.08259227053791869,-0.4158036872452381,0.33321141670731935,0.0038498127833008766,-13.423702613980163,0.006359703838825226,0.00042919229599647224,0.007321414537727833,0.0008406226406805217,1.4706677903700616,0.07376212062618774,False
