Split,samples,demo_mean_excess_return,policy_mean_excess_return,demo_mean_raw_return,policy_mean_raw_return,mean_abs_weight_error
train,204.0,0.006189584732055664,0.004196554888039827,0.010697961784899235,0.008692003786563873,0.17839007079601288
validation,52.0,0.007492576725780964,-0.0005452701589092612,0.01531316339969635,0.007265228312462568,0.1702137440443039
all,256.0,0.006454254500567913,0.005583920516073704,0.011635424569249153,0.010752739384770393,0.15007922053337097
