Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,29.536834011983103,19.724190217740933,14.807547686353074,9.947954798556509,14.99887029621803,10.0,0.0,99.01539701085164
validation,29.903361775489717,19.91203052926745,14.930787093582154,9.98965125607843,14.90789044514114,10.0,0.0,99.64372109955889
all,29.6616687380597,19.78067677604429,14.84324169029334,9.962369288911086,14.999741265004193,10.0,0.0,99.24769775831261
