Date,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD,VNQ
2017-01-24,196.5054473876953,116.63877868652344,121.03661346435547,45.62770080566406,30.369205474853516,93.00160217285156,84.91481018066406,115.2699966430664,58.503868103027344
2017-01-25,198.206298828125,117.8128890991211,122.17638397216797,46.10163497924805,30.70400619506836,91.8343734741211,84.58959197998047,114.31999969482422,58.12016296386719
2017-01-26,197.9990692138672,117.93498229980469,121.6866226196289,45.918182373046875,30.573348999023438,92.14360046386719,84.69078826904297,113.26000213623047,58.00853729248047
2017-01-27,197.6882781982422,118.16041564941406,121.26806640625,45.84173583984375,30.597848892211914,92.47595977783203,84.79192352294922,113.48999786376953,57.44347381591797
2017-01-30,196.46226501464844,117.23991394042969,119.5762939453125,45.51303482055664,30.434532165527344,92.19767761230469,84.64743041992188,113.97000122070312,57.05277633666992
2017-01-31,196.4450225830078,117.00513458251953,120.41327667236328,45.58184051513672,30.49169158935547,92.83921813964844,84.7991714477539,115.55000305175781,57.46439743041992
2017-02-01,196.5226593017578,117.8128890991211,120.3420639038086,45.76529312133789,30.508026123046875,92.26524353027344,84.6948471069336,115.19999694824219,56.773719787597656
2017-02-02,196.6522216796875,117.70955657958984,120.03931427001953,45.78822708129883,30.638687133789062,92.22647094726562,84.7165756225586,115.83999633789062,57.45043182373047
2017-02-03,198.0076904296875,118.04769897460938,121.87356567382812,45.9716911315918,30.826496124267578,92.18772888183594,84.810791015625,116.12999725341797,57.76437759399414
2017-02-06,197.65371704101562,118.18860626220703,120.95647430419922,45.64298629760742,30.75299835205078,92.74553680419922,85.07884216308594,117.69999694824219,57.66670608520508
2017-02-07,197.662353515625,118.62067413330078,120.42218780517578,45.59712600708008,30.597848892211914,93.42727661132812,85.22374725341797,117.45999908447266,57.46439743041992
2017-02-08,197.92141723632812,118.81791687011719,120.20850372314453,45.6735725402832,30.785663604736328,94.69776916503906,85.52082061767578,118.19000244140625,57.9178581237793
2017-02-09,199.0955810546875,119.24995422363281,121.9002914428711,45.86467361450195,30.92448616027832,93.60546112060547,85.18031311035156,117.29000091552734,58.05735778808594
2017-02-10,199.88124084472656,119.64447784423828,122.82636260986328,45.9716911315918,31.21030044555664,93.55120086669922,85.15856170654297,117.5999984741211,58.4689826965332
2017-02-13,200.9691162109375,120.32077026367188,123.14686584472656,46.155147552490234,31.30828857421875,93.2568130493164,85.12236022949219,116.80000305175781,58.489906311035156
2017-02-14,201.77206420898438,120.7246322631836,123.55651092529297,46.08634567260742,31.34095573425293,92.5828628540039,84.91947937011719,116.93000030517578,58.182952880859375
2017-02-15,202.8253631591797,121.43846130371094,124.29557037353516,46.26216125488281,31.594097137451172,92.15676879882812,84.85428619384766,117.44999694824219,57.987613677978516
2017-02-16,202.6527099609375,121.40087890625,123.94830322265625,46.36918258666992,31.47977066040039,92.66032409667969,85.09331512451172,118.08000183105469,58.32944107055664
2017-02-17,202.97216796875,121.9269027709961,123.86812591552734,46.24687957763672,31.349117279052734,93.21035766601562,85.31073760986328,117.68000030517578,58.441062927246094
2017-02-21,204.18089294433594,122.52803802490234,124.8387451171875,46.39975357055664,31.692092895507812,93.04769134521484,85.3469467163086,117.75,59.18753433227539
2017-02-22,203.99957275390625,122.57499694824219,124.28666687011719,46.39975357055664,31.790081024169922,93.2026138305664,85.41214752197266,117.91000366210938,58.99220275878906
2017-02-23,204.1377410888672,122.11473846435547,123.5476303100586,46.49913024902344,31.79823875427246,93.48149108886719,85.6295394897461,118.94000244140625,59.29916763305664
2017-02-24,204.39671325683594,122.34957122802734,123.45858001708984,46.16278076171875,31.422603607177734,94.51953125,86.06426239013672,119.69999694824219,59.57823944091797
2017-02-27,204.71612548828125,122.49987030029297,124.66059112548828,46.19336700439453,31.324617385864258,93.96183776855469,85.86140441894531,119.12000274658203,59.892154693603516
2017-02-28,204.1636199951172,122.12418365478516,122.7373046875,46.124576568603516,31.022476196289062,94.31037902832031,85.91938018798828,119.2300033569336,59.480567932128906
2017-03-01,207.02139282226562,123.45787811279297,124.98120880126953,46.60615539550781,31.5042724609375,92.73011016845703,85.41151428222656,119.05999755859375,59.29916763305664
2017-03-02,205.7176971435547,122.83800506591797,123.5476303100586,46.300384521484375,30.94898223876953,92.39633178710938,85.28075408935547,117.58000183105469,58.97826385498047
2017-03-03,205.8472137451172,123.06343078613281,123.45858001708984,46.57556915283203,31.185792922973633,92.63694763183594,85.36786651611328,117.51000213623047,58.74803924560547
2017-03-06,205.23419189453125,122.79102325439453,122.61260986328125,46.430335998535156,31.202136993408203,92.19454956054688,85.21533966064453,116.72000122070312,58.482948303222656
2017-03-07,204.62118530273438,122.5843734741211,121.81123352050781,46.269798278808594,31.234798431396484,91.91513061523438,84.79393768310547,115.77999877929688,58.20390319824219
2017-03-08,204.24136352539062,122.80042266845703,121.0098876953125,46.10163497924805,30.940813064575195,91.41834259033203,84.53240966796875,115.05999755859375,57.129520416259766
2017-03-09,204.50038146972656,122.89433288574219,120.5290298461914,46.2774543762207,30.695846557617188,90.68872833251953,84.07467651367188,114.47000122070312,56.27142333984375
2017-03-10,205.2169952392578,123.41093444824219,121.0633316040039,46.667301177978516,31.038808822631836,91.00698852539062,84.28539276123047,114.72000122070312,56.09702682495117
2017-03-13,205.32057189941406,123.61756134033203,121.34822082519531,46.91191482543945,31.47161865234375,90.43260192871094,84.0020523071289,114.73999786376953,56.23652648925781
