Date,VOO,IVV,SPY,VTI,QQQ,VEA,VUG,GLD,IEFA,VTV
2024-04-18,447.50555419921875,489.09161376953125,487.65203857421875,241.0444793701172,418.8104553222656,44.923561096191406,326.8365173339844,220.33999633789062,65.98358917236328,148.08290100097656
2024-04-19,443.76123046875,484.8524169921875,483.3956604003906,239.15257263183594,410.1455993652344,44.95174026489258,319.4656066894531,221.02999877929688,65.992919921875,149.1829071044922
2024-04-22,447.61279296875,489.3254699707031,487.8473205566406,241.50283813476562,414.27032470703125,45.44014358520508,322.5863037109375,215.57000732421875,66.72949981689453,150.24468994140625
2024-04-23,453.2585754394531,495.2213439941406,493.6364440917969,244.37973022460938,420.452392578125,45.900367736816406,328.0649719238281,215.0399932861328,67.42876434326172,151.25863647460938
2024-04-24,452.92706298828125,495.0263977050781,493.402099609375,244.438232421875,421.87677001953125,45.76887512207031,327.9956359863281,214.63999938964844,67.27958679199219,151.36386108398438
2024-04-25,451.05487060546875,492.9312438964844,491.5277099609375,243.2777099609375,419.839111328125,45.571632385253906,326.1330871582031,215.9199981689453,66.9439468383789,151.13426208496094
2024-04-26,455.56951904296875,497.7550964355469,496.18438720703125,245.5402374267578,426.3179931640625,45.909759521484375,332.06744384765625,216.6199951171875,67.466064453125,151.04818725585938
2024-04-29,457.1589050292969,499.5287170410156,497.941650390625,246.5056915283203,428.04901123046875,46.16334915161133,332.9095764160156,216.17999267578125,67.82035827636719,151.63168334960938
2024-04-30,449.9335021972656,491.5863342285156,490.0535583496094,242.4487762451172,419.9776611328125,45.515281677246094,326.7572021484375,211.8699951171875,66.9439468383789,149.68988037109375
2024-05-01,448.4709167480469,490.04656982421875,488.4623107910156,241.84417724609375,416.9410095214844,45.458919525146484,325.83587646484375,213.7899932861328,66.79476165771484,149.24029541015625
2024-05-02,452.65399169921875,494.5294189453125,493.03106689453125,244.3504638671875,422.2624816894531,46.125789642333984,330.1058654785156,213.1300048828125,67.7364501953125,150.03424072265625
2024-05-03,458.27056884765625,500.74688720703125,499.1424255371094,247.2468719482422,430.74932861328125,46.54844284057617,335.8420715332031,212.9600067138672,68.40775299072266,150.90469360351562
2024-05-06,462.8924560546875,505.9605712890625,504.2969665527344,249.89944458007812,435.467529296875,46.91474151611328,340.349853515625,215.1999969482422,68.89258575439453,151.91864013671875
2024-05-07,463.5554504394531,506.6134033203125,504.85333251953125,250.12376403808594,435.5367431640625,46.98048400878906,340.20123291015625,214.2100067138672,69.04176330566406,152.40647888183594
2024-05-08,463.574951171875,506.5647888183594,504.9021911621094,249.9481964111328,435.2795715332031,46.93352508544922,339.63653564453125,213.5800018310547,68.97650146484375,152.64561462402344
2024-05-09,466.2369384765625,509.3421325683594,507.8114318847656,251.4208221435547,436.2290954589844,47.281036376953125,340.8055419921875,216.9499969482422,69.50794982910156,153.9560546875
2024-05-10,466.8122253417969,510.0535583496094,508.46551513671875,251.6548309326172,437.2579040527344,47.29982376098633,340.6173095703125,218.7100067138672,69.61982727050781,154.38650512695312
2024-05-13,466.8414611816406,510.2288513183594,508.5337829589844,251.79136657714844,438.26678466796875,47.290428161621094,340.6272277832031,216.25999450683594,69.61982727050781,154.25262451171875
