Index,universe_id,tickers,rebalance_date,forward_end,samples,selected_objective,weighted_reward,blended_excess_reward
0,0,"CHD,FSLR,FTNT,HAS,HCA,NTAP,PH,SBAC,VRT,VTR",2021-10-01,2021-10-08,1,min_variance,0.012715801747963324,0.012707412242889404
1,1,"CDNS,CHD,HAS,IBM,IQV,KKR,LH,OMC,SJM,TRV",2025-02-21,2025-02-28,1,min_variance,0.004696691805996934,0.004695415496826172
2,2,"BKR,ETR,FITB,GOOG,INTC,KKR,PANW,SATS,TRV,USB",2024-07-19,2024-07-26,1,mean_variance,0.016133426881176884,0.016126275062561035
3,3,"AWK,BF-B,BR,COR,FITB,HON,IBM,PAYX,PSA,TAP",2023-06-23,2023-06-30,1,equal_weight,-0.0009983169369191785,-0.0009964704513549805
4,4,"BIIB,CARR,EXE,HCA,MSI,NI,NWSA,OKE,VTR,XYL",2023-06-16,2023-06-23,1,mean_variance,0.020721465920774833,0.020718753337860107
5,5,"BIIB,CARR,CHD,FCX,MSI,NDAQ,NVR,SATS,VTR,WY",2025-07-25,2025-08-01,1,equal_weight,-0.0018078861199680469,-0.0017107725143432617
6,6,"APP,BF-B,ETR,HAS,IBM,INTC,LH,PANW,PSX,TRV",2021-09-24,2021-10-01,1,mean_variance,0.02352332478334418,0.023520827293395996
7,7,"AME,ETR,FCX,GPN,HSIC,LH,LLY,SJM,TAP,TMO",2024-10-04,2024-10-11,1,min_variance,0.0010143652352667726,0.0010151863098144531
8,8,"BKR,EQIX,ESS,FSLR,NI,NVR,PH,RSG,VST,WFC",2022-04-22,2022-04-29,1,risk_parity,-0.0010041435504088568,-0.0009899735450744629
9,9,"CPRT,EXE,FITB,FTNT,IBM,LH,SATS,VTR,WDC,WFC",2021-10-08,2021-10-15,1,min_variance,0.0015585176971334158,0.0015642642974853516
10,10,"APO,BIIB,CDNS,EXE,HON,LH,USB,VST,WFC,WY",2023-12-01,2023-12-08,1,mean_variance,0.022211205652414988,0.022207915782928467
11,11,"AME,BIIB,FITB,GPN,HAS,NTAP,PH,PSX,RF,TRV",2026-02-20,2026-02-27,1,min_variance,0.005016539493272154,0.005016148090362549
12,12,"APO,CDNS,CHD,GOOG,NDAQ,PH,POOL,RF,STE,TTD",2024-12-13,2024-12-20,1,mean_variance,0.007771440934310572,0.00777202844619751
13,13,"AME,CARR,CHD,DHI,ETR,HAS,PAYX,TRV,WY,XYL",2025-01-31,2025-02-07,1,min_variance,0.012419239758770042,0.01241844892501831
14,14,"AME,BF-B,CARR,CMS,IBM,PANW,POOL,PSX,SBAC,STE",2024-11-08,2024-11-15,1,mean_variance,0.002756609174608175,0.0027826428413391113
