Split,samples,demo_mean_excess_return,policy_mean_excess_return,demo_mean_raw_return,policy_mean_raw_return,mean_abs_weight_error
train,204.0,0.006359703838825226,0.0009033770766109228,0.009613734669983387,0.004148824140429497,0.04721079766750336
validation,52.0,0.007321414537727833,0.0014095512451604009,0.008702685125172138,0.002775497268885374,0.04677174612879753
all,256.0,0.006555051077157259,0.0016110308934003115,0.009428678080439568,0.0044747041538357735,0.048129111528396606
