Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,19.914627670112132,13.34047684924929,9.949046665005714,6.9313484935991205,14.999999999988036,10.0,0.0,75.13549967795429
validation,21.758308010160643,14.352041389401444,10.672824327104944,7.534678228383967,14.999986629333023,10.0,0.0,79.31783858438402
all,20.307959044854737,13.553765292123627,10.101138925481544,7.060971944004878,14.999999999999629,10.0,0.0,76.02383520646441
