Split,benchmark_component,equal_weight_component,restricted_random_component,markowitz_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,1.0167117350732369,8.508931621594531e-05,0.031115686113062875,-1.1524156859741241,0.7038200156830181,9.561163711573734,5.0,3.259906992316246,11.900573559468897
validation,-1.5894706907654712,4.365410603261112e-05,-0.2009160802886314,4.047802120223793,1.9322238348935352,4.780762676465132,5.0,3.1852975487709045,10.785147965863485
all,0.49397075420851566,7.677886445605818e-05,-0.015424127584369403,-0.10287888826380316,0.9531581878882406,9.365944058998954,5.0,3.2449427247047424,12.44990403940725
