Epoch,train_total_loss,train_actor_loss,train_critic_loss,train_bc_loss,train_entropy,train_demo_training_reward,train_demo_excess_return,train_policy_excess_return,train_policy_excess_vs_equal_weight,train_policy_excess_vs_restricted_random,train_policy_excess_vs_markowitz,train_policy_training_reward,validation_demo_training_reward,validation_demo_excess_return,validation_policy_excess_return,validation_policy_excess_vs_equal_weight,validation_policy_excess_vs_restricted_random,validation_policy_training_reward,validation_policy_excess_vs_markowitz,validation_t_statistic,validation_p_value,best_epoch_so_far,selected_checkpoint
13,0.6313459845819237,-0.3102186932826351,0.9415646812519842,0.02271371059014393,-12.801828401248784,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303453654050827,-3.358008093812259e-09,-0.00013397724251262844,-0.0010655256919562817,0.0016334711108356714,-3.024454450196221,0.998600797811637,1.0,False
14,0.6386988116658618,-0.206376297419147,0.845075104275918,0.022713657758155897,-12.801828638263249,0.0010404143249616027,0.0032186598982661963,0.00033899140544235706,2.10617120965928e-10,2.0701487301266752e-05,-0.000461335526779294,-0.0018392541678622365,0.00162507442291826,0.002160254865884781,-0.0005303453654050827,-3.358008093812259e-09,-0.00013397724251262844,-0.0010655256919562817,0.0016334711108356714,-3.024454450196221,0.998600797811637,1.0,False
15,0.6594427547409902,-0.18727220428144412,0.8467149615147369,0.0227137973490396,-12.80183156893026,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
16,0.6638403994034542,-0.11497124660983946,0.7788116493831675,0.022713785543511274,-12.801851123185264,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303436773829162,-1.6790040469061296e-09,-0.00013397556904237717,-0.0010655239457264543,0.0016334728570654988,-3.024447409518586,0.9986007666093771,1.0,False
17,0.656620329063829,-0.24789058940114345,0.9045109192811137,0.0227139739844031,-12.801846152621248,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303436773829162,-1.6790040469061296e-09,-0.00013397556904237717,-0.0010655239457264543,0.0016334728570654988,-3.024447409518586,0.9986007666093771,1.0,False
18,0.600223258014843,-0.24720075869992006,0.8474240142619511,0.022713704605107455,-12.801831959835631,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303453654050827,-3.358008093812259e-09,-0.00013397724251262844,-0.0010655256919562817,0.0016334711108356714,-3.024454450196221,0.998600797811637,1.0,False
19,0.6258698990403974,-0.26223165746361404,0.8881015596457168,0.022713653929750968,-12.801828365303463,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303453654050827,-3.358008093812259e-09,-0.00013397724251262844,-0.0010655256919562817,0.0016334711108356714,-3.024454450196221,0.998600797811637,1.0,False
20,0.6070815125223604,-0.17569578118683732,0.7827772988868686,0.02271372930654648,-12.801828257467497,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303436773829162,-1.6790040469061296e-09,-0.00013397556904237717,-0.0010655239457264543,0.0016334728570654988,-3.0244458503958724,0.9986007596997069,1.0,False
21,0.6079547926871319,-0.2320531536556245,0.8400079405771127,0.022713630711407487,-12.801828365303463,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303436773829162,-1.6790040469061296e-09,-0.00013397556904237717,-0.0010655239457264543,0.0016334728570654988,-3.0244458503958724,0.9986007596997069,1.0,False
22,0.6178598190505317,-0.21526946696080926,0.8331292910486003,0.02271370958751868,-12.801828365303463,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303453654050827,-3.358008093812259e-09,-0.00013397724251262844,-0.0010655256919562817,0.0016334711108356714,-3.024454450196221,0.998600797811637,1.0,False
23,0.6182207729496298,-0.18879142945941682,0.8070122029531409,0.022713718880999073,-12.801828619167296,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303453654050827,-3.358008093812259e-09,-0.00013397724251262844,-0.0010655256919562817,0.0016334711108356714,-3.024454450196221,0.998600797811637,1.0,False
24,0.6165341493378539,-0.25750513550319715,0.8740392814536257,0.022713785032325975,-12.801829335827147,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
25,0.6044820713491406,-0.20911058211354683,0.8135926593599667,0.022713694230020398,-12.801828293412818,0.0010404143249616027,0.0032186598982661963,0.00033899120171554387,0.0,2.070127629849594e-05,-0.0004613357305061072,-0.0018392541678622365,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
26,0.6016470252133651,-0.19906541336551573,0.8007124380172352,0.022713704521738178,-12.801828149631532,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
27,0.5967223164751617,-0.23889803324767922,0.8356203449488528,0.022713680965529736,-12.801828185576854,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303453654050827,-3.358008093812259e-09,-0.00013397724251262844,-0.0010655256919562817,0.0016334711108356714,-3.024454450196221,0.998600797811637,1.0,False
28,0.603066333331545,-0.22773405035477223,0.830800380878089,0.022713667740529783,-12.801828365303463,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303436773829162,-1.6790040469061296e-09,-0.00013397556904237717,-0.0010655239457264543,0.0016334728570654988,-3.0244458503958724,0.9986007596997069,1.0,False
29,0.6072588225275946,-0.24846904721326063,0.8557278722419335,0.022713693154995516,-12.801828221522175,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303453654050827,-3.358008093812259e-09,-0.00013397724251262844,-0.0010655256919562817,0.0016334711108356714,-3.024454450196221,0.998600797811637,1.0,False
30,0.6071633591949589,-0.20603733865195364,0.8132006970395469,0.022713720833595286,-12.801828473139427,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
31,0.6198584032634402,-0.279382281602131,0.899240688946278,0.02271371479590453,-12.801828221522175,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303436773829162,-1.6790040469061296e-09,-0.00013397556904237717,-0.0010655239457264543,0.0016334728570654988,-3.0244458503958724,0.9986007596997069,1.0,False
32,0.6044283967697719,-0.19848900369957564,0.8029174018383588,0.022713702505518046,-12.801828257467497,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303453654050827,-3.358008093812259e-09,-0.00013397724251262844,-0.0010655256919562817,0.0016334711108356714,-3.024454450196221,0.998600797811637,1.0,False
33,0.6128973136661471,-0.18655917120415133,0.7994564860111412,0.02271368182335571,-12.80182832935814,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303453654050827,-3.358008093812259e-09,-0.00013397724251262844,-0.0010655256919562817,0.0016334711108356714,-3.024454450196221,0.998600797811637,1.0,False
34,0.5972747615987196,-0.23841970446393404,0.8356944641319967,0.022713702593275178,-12.801828077740888,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
35,0.5942408600635607,-0.21996783074627776,0.8142086865974961,0.022713694588727677,-12.801828221522175,0.0010404143249616027,0.0032186598982661963,0.00033899120171554387,0.0,2.070127629849594e-05,-0.0004613357305061072,-0.0018392541678622365,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
36,0.5967899710817528,-0.200755472914771,0.7975454409074727,0.022713691202399307,-12.801828221522175,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
37,0.601473061194549,-0.21716194288329044,0.8186350012696112,0.022713649434391827,-12.80182832935814,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303453654050827,-3.358008093812259e-09,-0.00013397724251262844,-0.0010655256919562817,0.0016334711108356714,-3.024454450196221,0.998600797811637,1.0,False
38,0.5997618457875067,-0.21739523365514438,0.8171570836725448,0.022713725056907313,-12.80182832935814,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
39,0.6016704047666983,-0.22734883801465322,0.8290192357783324,0.022713705405891293,-12.801828185576854,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303453654050827,-3.358008093812259e-09,-0.00013397724251262844,-0.0010655256919562817,0.0016334711108356714,-3.024454450196221,0.998600797811637,1.0,False
40,0.6006639114678678,-0.2020847014600172,0.8027486118045937,0.0227136720713443,-12.801828221522175,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
41,0.5955473669707003,-0.20363985988431038,0.7991872273991049,0.022713664260959457,-12.801828293412818,0.0010404143249616027,0.0032186598982661963,0.00033899498521350324,3.791108316164582e-09,2.070506707241293e-05,-0.00046133194700814784,-0.0018392505589872599,0.00162507442291826,0.002160254865884781,-0.0005303436773829162,-1.6790040469061296e-09,-0.00013397556904237717,-0.0010655239457264543,0.0016334728570654988,-3.0244458503958724,0.9986007596997069,1.0,False
42,0.6085919547909421,-0.2277329933727588,0.8363249476020552,0.022714120191626153,-12.80769532476634,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
43,0.6037054984743659,-0.16446678389579023,0.7681722775786167,0.02271366466244834,-12.80182832935814,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303436773829162,-1.6790040469061296e-09,-0.00013397556904237717,-0.0010655239457264543,0.0016334728570654988,-3.0244458503958724,0.9986007596997069,1.0,False
44,0.6033731365863791,-0.2057247478141942,0.8090978796265853,0.022713649741541792,-12.801828365303463,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
45,0.5976784603474979,-0.2235208486499719,0.8211993050659503,0.02271366216137005,-12.801828530427283,0.0010404143249616027,0.0032186598982661963,0.00033899120171554387,0.0,2.070127629849594e-05,-0.0004613357305061072,-0.0018392541678622365,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
46,0.6002224379068831,-0.19090428560515876,0.7911267218095535,0.02271386228273628,-12.801990413553442,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
47,0.6062226690729319,-0.24645440698161422,0.8526770763178175,0.022714145378471825,-12.802587458607166,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
48,0.599903123924954,-0.2150719336752897,0.8149750632167003,0.022713710673513205,-12.801828221522175,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
49,0.5965631075545672,-0.20614564726820261,0.8027087594651221,0.02271370690215041,-12.801827826123636,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
50,0.6072602991993211,-0.1907888254582952,0.7980491202346568,0.02271370436926016,-12.801828005850245,0.0010404143249616027,0.0032186598982661963,0.00033899120171554387,0.0,2.070127629849594e-05,-0.0004613357305061072,-0.0018392541678622365,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
51,0.5939289198396344,-0.1865287471224759,0.78045766892787,0.02271371503284879,-12.801828005850245,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
52,0.6081807388012485,-0.2692684320682491,0.8774491728264816,0.022713690667080795,-12.801828005850245,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303453654050827,-3.358008093812259e-09,-0.00013397724251262844,-0.0010655256919562817,0.0016334711108356714,-3.024454450196221,0.998600797811637,1.0,False
53,0.6246836812392281,-0.20673916010609505,0.8314228379403463,0.022713707316802865,-12.801828185576854,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303453654050827,-3.358008093812259e-09,-0.00013397724251262844,-0.0010655256919562817,0.0016334711108356714,-3.024454450196221,0.998600797811637,1.0,False
54,0.6129875775641631,-0.18042464884276666,0.7934122220366245,0.022713699833313342,-12.801828005850245,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
55,0.5942539835987158,-0.20504096634817628,0.7992949457696527,0.02271368073297333,-12.801828293412818,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303453654050827,-3.358008093812259e-09,-0.00013397724251262844,-0.0010655256919562817,0.0016334711108356714,-3.024454450196221,0.998600797811637,1.0,False
56,0.5963482120994684,-0.20995705937187858,0.8063052748061181,0.022713716156140092,-12.80182832935814,0.0010404143249616027,0.0032186598982661963,0.00033899160916917026,4.21234241931856e-10,2.070169648504816e-05,-0.0004613353230524808,-0.001839253818616271,0.00162507442291826,0.002160254865884781,-0.0005303419893607497,0.0,-0.0001339738955721259,-0.0010655223159119487,0.0016334744868800044,-3.0244372505916006,0.9986007215868045,1.0,False
