Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,11.976123239646528,8.922462278870084,6.452744024140234,7.508323146331255,14.82630439113649,10.0,9.130283296108246,50.55567378401634
validation,13.00042766392884,5.933063398605507,4.165697758620261,7.652598088449808,11.673444221730161,10.0,9.0956711769104,43.32955995442417
all,12.183788847967763,8.356412590038307,6.018743489325881,7.537774144858444,14.883331676191343,10.0,9.123360514640808,49.856690233740935
