Split,samples,demo_mean_training_reward,policy_mean_excess_return,policy_mean_training_reward,demo_mean_raw_return,demo_mean_excess_return,demo_mean_excess_vs_equal_weight,demo_mean_excess_vs_restricted_random,demo_mean_excess_vs_markowitz,policy_mean_raw_return,policy_mean_excess_vs_equal_weight,policy_mean_excess_vs_restricted_random,policy_mean_excess_vs_markowitz,mean_abs_weight_error
train,115.0,0.02680639922618866,0.029862461611628532,0.028692839667201042,0.03330216929316521,0.0279760230332613,0.024353595450520515,0.02489846758544445,0.01948213204741478,0.03518860787153244,0.02624003402888775,0.026784904301166534,0.021368570625782013,0.10041356831789017
validation,29.0,0.01296405028551817,0.010496308095753193,0.011785341426730156,0.017706070095300674,0.011675016954541206,0.013313227333128452,0.012647339142858982,0.022277608513832092,0.016527360305190086,0.012134519405663013,0.011468630284070969,0.021098898723721504,0.12353352457284927
all,144.0,0.024018704891204834,0.025962335988879204,0.02528785727918148,0.030161291360855103,0.024693183600902557,0.02213018760085106,0.022431226447224617,0.02004510909318924,0.0314304418861866,0.023399339988827705,0.023700378835201263,0.021314259618520737,0.10506966710090637
