Split,benchmark_component,equal_weight_component,restricted_random_component,markowitz_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,29.847515511536926,19.790780533117815,14.859210285937884,24.313071104265692,9.982452907993828,14.947016767056574,10.0,6.02481409907341,117.7152330108353
validation,23.449883482714238,16.754239282373565,12.250683036674406,24.275556667230962,9.29232116521024,14.078086618281652,10.0,7.412011474370956,102.6887587781141
all,29.668346829027247,19.632203669817724,14.74013118478881,24.30567341983218,9.962828628656656,14.968261395370714,10.0,6.304180026054382,116.97326510143894
