Ticker,policy_weight
GLD,0.10000021
IEFA,0.09999999
IVV,0.09999999
QQQ,0.099999845
SPY,0.10000002
VEA,0.099999994
VOO,0.09999997
VTI,0.09999999
VTV,0.10000033
VUG,0.0999997
