Split,samples,demo_mean_training_reward,policy_mean_excess_return,policy_mean_training_reward,demo_mean_raw_return,demo_mean_excess_return,demo_mean_excess_vs_equal_weight,demo_mean_excess_vs_restricted_random,demo_mean_excess_vs_markowitz,policy_mean_raw_return,policy_mean_excess_vs_equal_weight,policy_mean_excess_vs_restricted_random,policy_mean_excess_vs_markowitz,mean_abs_weight_error
train,991.0,0.001970913028344512,0.0003393047081772238,-0.0018332969630137086,0.004514416679739952,0.004143514670431614,0.0038042638916522264,0.00384705001488328,0.003344291355460882,0.0007102066301740706,5.389077983863899e-08,4.283973976271227e-05,-0.0004599186358973384,0.07233746349811554
validation,248.0,0.0024877279065549374,-0.0005331269931048155,-0.0010802765609696507,0.005506517831236124,0.003034877358004451,0.0035680094733834267,0.00338182901032269,0.005200260318815708,0.0019385134801268578,5.04716757276924e-09,-0.0001861753553384915,0.0016322556184604764,0.07099763303995132
all,1239.0,0.0020743594504892826,0.0001646775344852358,-0.0016825712518766522,0.004712997004389763,0.0039216079749166965,0.003756975056603551,0.0037539307959377766,0.0037157845217734575,0.0009560661856085062,4.411417364735826e-08,-3.0002447601873428e-06,-4.1146064177155495e-05,0.07206927984952927
