Split,benchmark_component,equal_weight_component,restricted_random_component,markowitz_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,1.0175236706832858,0.0001077815574535479,0.06425921804898736,-1.1489865858733779,0.7090149558147916,8.097709968945447,5.0,4.340247809886932,9.399381199289655
validation,-1.5978674231013104,1.0094335002283037e-05,-0.2792307615576115,4.044781625054828,1.9145909605046383,5.32460738375104,5.0,4.2598579823970795,10.147033896589507
all,0.4939879499088077,8.822834424322623e-05,-0.004500367027269636,-0.10286457665639932,0.9531637827352434,7.851775929970802,5.0,4.324156790971756,9.867494156303671
