RebalanceDate,turnover
2015-07-10,0.0
2015-07-17,0.0
2015-07-24,0.0
2015-07-31,0.002721159231645473
2015-08-07,0.00272115923164547
2015-08-14,0.0
2015-08-21,0.01329823942944982
2015-08-28,0.11275693686114219
2015-09-04,0.027838072254124064
2015-09-11,0.023367585865804907
2015-09-18,0.025399837774637456
2015-09-25,0.01732145882908145
2015-10-02,0.013416987485727616
2015-10-09,0.0041089915728055575
2015-10-16,0.004214235554066662
2015-10-23,0.011305909311695792
2015-10-30,0.004485807410919694
2015-11-06,0.001322919614901296
2015-11-13,0.0069268100279526405
2015-11-20,0.014365539847158139
2015-11-27,0.0021102042002303627
2015-12-04,0.026666167661468752
2015-12-11,0.010461361439883755
2015-12-18,0.011884495997941023
2015-12-24,0.004855011850851365
2015-12-31,0.004235352207228739
2016-01-08,0.0039014816180915216
2016-01-15,0.01030936134823865
2016-01-22,0.042288509703828546
2016-01-29,0.010673268570432794
2016-02-05,0.007336566590853199
2016-02-12,0.016181132586372025
2016-02-19,0.007671794236018183
2016-02-26,0.007044208709821406
2016-03-04,0.012944244946858901
2016-03-11,0.009362363978964953
2016-03-18,0.004430413775767502
2016-03-24,0.01764987703166276
2016-04-01,0.012690551652459322
2016-04-08,0.014899898195840516
2016-04-15,0.011364767499797932
2016-04-22,0.015007819309980283
2016-04-29,0.004663414418806608
2016-05-06,0.012513928798593235
2016-05-13,0.014668914859664406
2016-05-20,0.0023262218562097843
2016-05-27,0.01063849736616922
2016-06-03,0.004794952174078916
2016-06-10,0.010024183761796347
2016-06-17,0.01843621988604945
2016-06-24,0.08461869487310314
2016-07-01,0.028604291317032245
2016-07-08,0.023423833235245675
2016-07-15,0.019640902235494445
2016-07-22,0.008768951501411862
2016-07-29,0.006273325063882869
2016-08-05,0.00875955688405638
2016-08-12,0.006202332711159837
2016-08-19,0.01032797190098382
2016-08-26,0.05685185877704781
2016-09-02,0.032497450257061244
2016-09-09,0.032202892677475004
2016-09-16,0.020221127924576917
2016-09-23,0.015200678965045313
2016-09-30,0.029739798665599212
2016-10-07,0.01471064832520761
2016-10-14,0.010678041667419714
2016-10-21,0.00472178159962402
2016-10-28,0.008331805372609077
2016-11-04,0.00930731299581921
2016-11-11,0.0027298994922520126
2016-11-18,0.003668984730256433
2016-11-25,0.001453748525615504
2016-12-02,0.0105259342856194
2016-12-09,0.0046905076290930416
2016-12-16,0.0030497331451826253
2016-12-23,0.009506569334172849
2016-12-30,0.00902127903431394
2017-01-06,0.0017921514193754017
2017-01-13,0.02088309123864815
2017-01-20,0.005762163025456612
2017-01-27,0.011885170019086039
2017-02-03,0.0137525372420815
2017-02-10,0.03638260523241
2017-02-17,0.01963250369502141
2017-02-24,0.008775019053155666
2017-03-03,0.016824508288419526
2017-03-10,0.005502715048000596
2017-03-17,0.007097720802343777
2017-03-24,0.01807989421001409
2017-03-31,0.020921812952124377
2017-04-07,0.011099123400135857
2017-04-13,0.005608913679507305
2017-04-21,0.006052142678756922
2017-04-28,0.002880209399993131
2017-05-05,0.0043916040910204086
2017-05-12,0.003155062864830639
2017-05-19,0.004951028370240392
2017-05-26,0.0012948276642872091
2017-06-02,0.0014374939155289298
2017-06-09,0.010173891349503986
2017-06-16,0.004995404531297226
2017-06-23,0.006079774337467678
2017-06-30,0.0559406215466225
2017-07-07,0.03624865335372732
2017-07-14,0.019388154857512843
2017-07-21,0.009649381276924765
2017-07-28,0.005597590232782616
2017-08-04,0.006072071326468051
2017-08-11,0.011241184796497036
2017-08-18,0.009334617641205419
2017-08-25,0.009097956307270578
2017-09-01,0.005446906158005284
2017-09-08,0.009442333361667929
2017-09-15,0.004018491121447157
2017-09-22,0.017293124843949036
2017-09-29,0.014407490673381484
2017-10-06,0.003956237656807235
2017-10-13,0.0
2017-10-20,0.002895437921803669
2017-10-27,0.0065848726933807
2017-11-03,0.0011779053111439656
2017-11-10,0.027292472497813122
2017-11-17,0.004470580408118291
2017-11-24,0.005545096157569901
2017-12-01,0.010098125670197355
2017-12-08,0.007338532651835705
2017-12-15,0.025922383299294978
2017-12-22,0.00562651636508222
2017-12-29,0.0034877484270223304
2018-01-05,0.0008940164153477814
2018-01-12,0.0017736817326624958
2018-01-19,0.0029398433493249007
2018-01-26,0.006677982244293685
2018-02-02,0.006399271258608112
2018-02-09,0.11352276724451327
2018-02-16,0.046960481602917124
2018-02-23,0.03622059695826571
2018-03-02,0.029297058543857033
2018-03-09,0.03789988222182032
2018-03-16,0.03686868270430116
2018-03-23,0.04682305660897135
2018-03-29,0.06375536372751833
2018-04-06,0.023368363255650414
2018-04-13,0.014284219168689735
2018-04-20,0.0029925604625008263
2018-04-27,0.0
2018-05-04,0.0
2018-05-11,0.0
