Portfolio,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio
portfolio,0.1347453126747209,0.11976936035478812,1.1250399290400324,1.4422610225625838,-0.1803137340111619,0.7472825817382263
equal_weight,0.1572456745799311,0.14494684512117822,1.0848506185041202,1.3741593723313903,-0.22967872148376023,0.6846331848422859
benchmark,0.1327314761657401,0.17938896061461126,0.739908831128648,0.8986871910381606,-0.337172517372782,0.39366042404633644
