Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,29.999999999998426,19.99999999999918,14.99999999999932,9.999999999999876,14.900667299853005,10.0,0.0,99.9006672998498
validation,29.999999999999943,19.999999999999982,14.99999999999997,9.999999999999922,12.875533311829702,10.0,0.0,97.87553331182953
all,29.99999999999925,19.999999999999652,14.999999999999657,9.999999999999888,14.948365904043873,10.0,0.0,99.94836590404232
