Ticker,weight,marginal_risk,component_risk,percentage_risk
GLD,0.9999999999999984,0.2779733529252641,0.27797335292526365,0.9999999999999998
SPY,9.793092897790318e-16,0.016407786381944546,1.6068297628548185e-17,5.780517254424862e-17
QQQ,6.175615574477434e-16,0.021459288041667295,1.3252431344731791e-17,4.7675186147410534e-17
