Index,split,beats_all_tickers,significant_vs_all_tickers,min_mean_excess_return,mean_mean_excess_return
0,train,False,False,-0.0027028608659130948,-0.0003892648767666766
1,validation,False,False,-0.0016318979397625991,0.0002644505299312967
2,all,False,False,-0.0012077093124389648,-0.0002581524646888345
