Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,-4.525336027936676,0.0,0.0,3.2485737339909164,-0.9452719429875884,0.0,10.705467760562891,-12.92750199749624
validation,-5.715879237106972,0.0,0.0,2.725394961255981,-0.7537398129945443,0.0,10.572398900985714,-14.316622989831249
all,8.641623930610361,0.0,0.0,6.539376500430533,6.490841072136861,3.333333333333333,3.083626180887222,21.921548655623866
