Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,-2.6669995551031844,0.0,0.0,2.263007530351044,-0.6694052700885194,0.0,10.729170441627497,-11.802567736468157
validation,-1.7945807476321782,0.0,0.0,2.325744704146457,-0.11392008739326885,0.0,10.497899651527405,-10.080655782406396
all,3.313956778930733,0.0,0.0,4.017593281877609,0.8776760927175027,0.0,8.6888238787651,-0.47959772523925714
