Split,samples,demo_mean_training_reward,policy_mean_excess_return,policy_mean_training_reward,demo_mean_raw_return,demo_mean_excess_return,demo_mean_excess_vs_equal_weight,demo_mean_excess_vs_restricted_random,policy_mean_raw_return,policy_mean_excess_vs_equal_weight,policy_mean_excess_vs_restricted_random,mean_abs_weight_error
train,14.0,0.15825703740119934,0.15635497868061066,0.15825703740119934,0.16354672610759735,0.15635497868061066,0.1575865000486374,0.1604221761226654,0.16354672610759735,0.1575865000486374,0.1604221761226654,0.0
validation,4.0,0.1737792193889618,0.17305466532707214,0.1737792193889618,0.16588905453681946,0.17305466532707214,0.17695559561252594,0.17440886795520782,0.16588905453681946,0.17695559561252594,0.17440886795520782,0.0
all,18.0,0.16170641779899597,0.16006600856781006,0.16170641779899597,0.16406725347042084,0.16006600856781006,0.16189074516296387,0.1635303497314453,0.16406725347042084,0.16189074516296387,0.1635303497314453,0.0
